Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
waitForPageLoad(G_Timeout),Chrome 74.0.3729.131,,,2019-05-15 08:09:18,2019-05-15 08:09:18,0.006s,PASSED
delay(3),Chrome 74.0.3729.131,,,2019-05-15 08:09:18,2019-05-15 08:09:21,3.001s,PASSED
,,,,,,,
Test Cases/Regression_TF_Product/Open_Pages/TC_2-5_Promoted_Product_Group,Chrome 74.0.3729.131,This test case will open page product summary.,,2019-05-15 08:09:21,2019-05-15 08:09:33,12.371s,PASSED
waitForPageLoad(G_Timeout),Chrome 74.0.3729.131,,,2019-05-15 08:09:21,2019-05-15 08:09:21,0.017s,PASSED
"mouseOver(findTestObject(""TF_Customer_Create/1_Menu_Navigation_To_Open_All_Pages/0_Menu_Create_In_Data_View""))",Chrome 74.0.3729.131,,,2019-05-15 08:09:21,2019-05-15 08:09:21,0.045s,PASSED
delay(4),Chrome 74.0.3729.131,,,2019-05-15 08:09:21,2019-05-15 08:09:25,4.001s,PASSED
"mouseOver(findTestObject(""TF_Customer_Create/1_Menu_Navigation_To_Open_All_Pages/1_Menu_Create_Master_Data""))",Chrome 74.0.3729.131,,,2019-05-15 08:09:25,2019-05-15 08:09:25,0.042s,PASSED
delay(3),Chrome 74.0.3729.131,,,2019-05-15 08:09:25,2019-05-15 08:09:28,3.001s,PASSED
"mouseOver(findTestObject(""TF_Customer_Create/1_Menu_Navigation_To_Open_All_Pages/2_Product_Hierarchy_Level_Hoverover_Option""))",Chrome 74.0.3729.131,,,2019-05-15 08:09:28,2019-05-15 08:09:28,0.049s,PASSED
delay(2),Chrome 74.0.3729.131,,,2019-05-15 08:09:28,2019-05-15 08:09:30,2.003s,PASSED
"click(findTestObject(""TF_Customer_Create/2_Select_Menu_Options(All)/Product Hierarchy Level/td_Promoted_Product_Group""))",Chrome 74.0.3729.131,,,2019-05-15 08:09:30,2019-05-15 08:09:30,0.083s,PASSED
waitForPageLoad(G_Timeout),Chrome 74.0.3729.131,,,2019-05-15 08:09:30,2019-05-15 08:09:30,0.017s,PASSED
delay(3),Chrome 74.0.3729.131,,,2019-05-15 08:09:30,2019-05-15 08:09:33,3.003s,PASSED
,,,,,,,
Test Cases/Regression_TF_Product/Open_Pages/TC_3_Open_Product_Visibility_list,Chrome 74.0.3729.131,This test case will open the product visibiltiy list page.,,2019-05-15 08:09:33,2019-05-15 08:09:51,17.360s,PASSED
delay(6),Chrome 74.0.3729.131,,,2019-05-15 08:09:33,2019-05-15 08:09:39,6.002s,PASSED
"mouseOver(findTestObject(""TF_Customer_Create/1_Menu_Navigation_To_Open_All_Pages/0_Menu_Create_In_Data_View""))",Chrome 74.0.3729.131,,,2019-05-15 08:09:39,2019-05-15 08:09:39,0.074s,PASSED
delay(3),Chrome 74.0.3729.131,,,2019-05-15 08:09:39,2019-05-15 08:09:42,3.002s,PASSED
"mouseOver(findTestObject(""TF_Customer_Create/1_Menu_Navigation_To_Open_All_Pages/1_Menu_Create_Master_Data""))",Chrome 74.0.3729.131,,,2019-05-15 08:09:42,2019-05-15 08:09:42,0.035s,PASSED
delay(3),Chrome 74.0.3729.131,,,2019-05-15 08:09:42,2019-05-15 08:09:45,3.002s,PASSED
"click(findTestObject(""TF_Customer_Create/2_Select_Menu_Options(All)/3_Menu_Product_Visibility_list""))",Chrome 74.0.3729.131,,,2019-05-15 08:09:45,2019-05-15 08:09:46,0.093s,PASSED
waitForPageLoad(G_Timeout),Chrome 74.0.3729.131,,,2019-05-15 08:09:46,2019-05-15 08:09:46,0.013s,PASSED
delay(5),Chrome 74.0.3729.131,,,2019-05-15 08:09:46,2019-05-15 08:09:51,5.002s,PASSED
,,,,,,,
Test Cases/Regression_TF_Product/Open_Pages/TC_4_Open_Adjustable_Rate_Policy,Chrome 74.0.3729.131,This test case will open the adjustable rate policy page.,,2019-05-15 08:09:51,2019-05-15 08:10:02,11.886s,PASSED
delay(6),Chrome 74.0.3729.131,,,2019-05-15 08:09:51,2019-05-15 08:09:57,6.001s,PASSED
"mouseOver(findTestObject(""TF_Customer_Create/1_Menu_Navigation_To_Open_All_Pages/0_Menu_Create_In_Data_View""))",Chrome 74.0.3729.131,,,2019-05-15 08:09:57,2019-05-15 08:09:57,0.040s,PASSED
waitForPageLoad(G_Timeout),Chrome 74.0.3729.131,,,2019-05-15 08:09:57,2019-05-15 08:09:57,0.016s,PASSED
"mouseOver(findTestObject(""TF_Customer_Create/1_Menu_Navigation_To_Open_All_Pages/1_Menu_Create_Master_Data""))",Chrome 74.0.3729.131,,,2019-05-15 08:09:57,2019-05-15 08:09:57,0.049s,PASSED
waitForPageLoad(G_Timeout),Chrome 74.0.3729.131,,,2019-05-15 08:09:57,2019-05-15 08:09:57,0.016s,PASSED
"click(findTestObject(""TF_Customer_Create/2_Select_Menu_Options(All)/4_Menu_Adjustable_rate_policy""))",Chrome 74.0.3729.131,,,2019-05-15 08:09:57,2019-05-15 08:09:57,0.591s,PASSED
waitForPageLoad(G_Timeout),Chrome 74.0.3729.131,,,2019-05-15 08:09:57,2019-05-15 08:09:57,0.018s,PASSED
delay(5),Chrome 74.0.3729.131,,,2019-05-15 08:09:57,2019-05-15 08:10:02,5.001s,PASSED
,,,,,,,
Test Cases/General_Login_Logout/Logout,Chrome 74.0.3729.131,,,2019-05-15 08:10:02,2019-05-15 08:10:13,10.250s,PASSED
com.oracledb.regressiontest.logoutTFProduct(),Chrome 74.0.3729.131,,,2019-05-15 08:10:03,2019-05-15 08:10:13,10.147s,PASSED
