Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"mouseOver(findTestObject(""TF_Customer_Create/1_Menu_Navigation_To_Open_All_Pages/0_Menu_Create_In_Data_View""))",Chrome 74.0.3729.131,,,2019-05-13 09:26:45,2019-05-13 09:26:46,0.036s,PASSED
delay(3),Chrome 74.0.3729.131,,,2019-05-13 09:26:46,2019-05-13 09:26:49,3.002s,PASSED
"mouseOver(findTestObject(""TF_Customer_Create/1_Menu_Navigation_To_Open_All_Pages/1_Menu_Create_Master_Data""))",Chrome 74.0.3729.131,,,2019-05-13 09:26:49,2019-05-13 09:27:20,31.684s,FAILED
,,,,,,,
Test Cases/Regression_TF_Product/Open_Pages/TC_2-2_Product_Summary,Chrome 74.0.3729.131,This test case will open page product summary.,,2019-05-13 09:27:20,2019-05-13 09:27:32,11.382s,PASSED
waitForPageLoad(G_Timeout),Chrome 74.0.3729.131,,,2019-05-13 09:27:20,2019-05-13 09:27:20,0.007s,PASSED
"mouseOver(findTestObject(""TF_Customer_Create/1_Menu_Navigation_To_Open_All_Pages/0_Menu_Create_In_Data_View""))",Chrome 74.0.3729.131,,,2019-05-13 09:27:20,2019-05-13 09:27:20,0.025s,PASSED
delay(3),Chrome 74.0.3729.131,,,2019-05-13 09:27:20,2019-05-13 09:27:23,3.003s,PASSED
"mouseOver(findTestObject(""TF_Customer_Create/1_Menu_Navigation_To_Open_All_Pages/1_Menu_Create_Master_Data""))",Chrome 74.0.3729.131,,,2019-05-13 09:27:23,2019-05-13 09:27:23,0.059s,PASSED
delay(3),Chrome 74.0.3729.131,,,2019-05-13 09:27:23,2019-05-13 09:27:26,3.002s,PASSED
"mouseOver(findTestObject(""TF_Customer_Create/1_Menu_Navigation_To_Open_All_Pages/2_Product_Hierarchy_Level,_Hoverover_Option""))",Chrome 74.0.3729.131,,,2019-05-13 09:27:26,2019-05-13 09:27:26,0.062s,PASSED
delay(2),Chrome 74.0.3729.131,,,2019-05-13 09:27:26,2019-05-13 09:27:28,2.002s,PASSED
"click(findTestObject(""TF_Customer_Create/2_Select_Menu_Options(All)/Product Hierarchy Level/td_Product_summary""))",Chrome 74.0.3729.131,,,2019-05-13 09:27:28,2019-05-13 09:27:29,0.117s,PASSED
waitForPageLoad(G_Timeout),Chrome 74.0.3729.131,,,2019-05-13 09:27:29,2019-05-13 09:27:29,0.010s,PASSED
delay(3),Chrome 74.0.3729.131,,,2019-05-13 09:27:29,2019-05-13 09:27:32,3.004s,PASSED
,,,,,,,
Test Cases/Regression_TF_Product/Open_Pages/TC_2-3_Planning_Product,Chrome 74.0.3729.131,This test case will open page product summary.,,2019-05-13 09:27:32,2019-05-13 09:27:43,11.410s,PASSED
waitForPageLoad(G_Timeout),Chrome 74.0.3729.131,,,2019-05-13 09:27:32,2019-05-13 09:27:32,0.009s,PASSED
"mouseOver(findTestObject(""TF_Customer_Create/1_Menu_Navigation_To_Open_All_Pages/0_Menu_Create_In_Data_View""))",Chrome 74.0.3729.131,,,2019-05-13 09:27:32,2019-05-13 09:27:32,0.023s,PASSED
delay(3),Chrome 74.0.3729.131,,,2019-05-13 09:27:32,2019-05-13 09:27:35,3.003s,PASSED
"mouseOver(findTestObject(""TF_Customer_Create/1_Menu_Navigation_To_Open_All_Pages/1_Menu_Create_Master_Data""))",Chrome 74.0.3729.131,,,2019-05-13 09:27:35,2019-05-13 09:27:35,0.070s,PASSED
delay(3),Chrome 74.0.3729.131,,,2019-05-13 09:27:35,2019-05-13 09:27:38,3.002s,PASSED
"mouseOver(findTestObject(""TF_Customer_Create/1_Menu_Navigation_To_Open_All_Pages/2_Product_Hierarchy_Level,_Hoverover_Option""))",Chrome 74.0.3729.131,,,2019-05-13 09:27:38,2019-05-13 09:27:38,0.068s,PASSED
delay(2),Chrome 74.0.3729.131,,,2019-05-13 09:27:38,2019-05-13 09:27:40,2.004s,PASSED
"click(findTestObject(""TF_Customer_Create/2_Select_Menu_Options(All)/Product Hierarchy Level/td_Planning_product""))",Chrome 74.0.3729.131,,,2019-05-13 09:27:40,2019-05-13 09:27:40,0.113s,PASSED
waitForPageLoad(G_Timeout),Chrome 74.0.3729.131,,,2019-05-13 09:27:40,2019-05-13 09:27:40,0.011s,PASSED
delay(3),Chrome 74.0.3729.131,,,2019-05-13 09:27:40,2019-05-13 09:27:43,3.001s,PASSED
,,,,,,,
Test Cases/Regression_TF_Product/Open_Pages/TC_2-4_Sub_Planning_Product,Chrome 74.0.3729.131,This test case will open page product summary.,,2019-05-13 09:27:43,2019-05-13 09:28:21,37.913s,PASSED
waitForPageLoad(G_Timeout),Chrome 74.0.3729.131,,,2019-05-13 09:27:43,2019-05-13 09:27:43,0.007s,PASSED
"mouseOver(findTestObject(""TF_Customer_Create/1_Menu_Navigation_To_Open_All_Pages/0_Menu_Create_In_Data_View""))",Chrome 74.0.3729.131,,,2019-05-13 09:27:43,2019-05-13 09:27:43,0.027s,PASSED
delay(4),Chrome 74.0.3729.131,,,2019-05-13 09:27:43,2019-05-13 09:27:47,4.003s,PASSED
"mouseOver(findTestObject(""TF_Customer_Create/1_Menu_Navigation_To_Open_All_Pages/1_Menu_Create_Master_Data""))",Chrome 74.0.3729.131,,,2019-05-13 09:27:47,2019-05-13 09:27:53,5.798s,PASSED
delay(3),Chrome 74.0.3729.131,,,2019-05-13 09:27:53,2019-05-13 09:27:56,3.003s,PASSED
"mouseOver(findTestObject(""TF_Customer_Create/1_Menu_Navigation_To_Open_All_Pages/2_Product_Hierarchy_Level,_Hoverover_Option""))",Chrome 74.0.3729.131,,,2019-05-13 09:27:56,2019-05-13 09:27:56,0.071s,PASSED
delay(2),Chrome 74.0.3729.131,,,2019-05-13 09:27:56,2019-05-13 09:27:58,2.002s,PASSED
"click(findTestObject(""TF_Customer_Create/2_Select_Menu_Options(All)/Product Hierarchy Level/td_Sub_Planning_Product""))",Chrome 74.0.3729.131,,,2019-05-13 09:27:58,2019-05-13 09:28:18,19.909s,PASSED
waitForPageLoad(G_Timeout),Chrome 74.0.3729.131,,,2019-05-13 09:28:18,2019-05-13 09:28:18,0.006s,PASSED
delay(3),Chrome 74.0.3729.131,,,2019-05-13 09:28:18,2019-05-13 09:28:21,3.002s,PASSED
,,,,,,,
Test Cases/Regression_TF_Product/Open_Pages/TC_3_Open_Product_Visibility_list,Chrome 74.0.3729.131,This test case will open the product visibiltiy list page.,,2019-05-13 09:28:21,2019-05-13 09:28:38,17.349s,PASSED
delay(6),Chrome 74.0.3729.131,,,2019-05-13 09:28:21,2019-05-13 09:28:27,6.002s,PASSED
"mouseOver(findTestObject(""TF_Customer_Create/1_Menu_Navigation_To_Open_All_Pages/0_Menu_Create_In_Data_View""))",Chrome 74.0.3729.131,,,2019-05-13 09:28:27,2019-05-13 09:28:27,0.064s,PASSED
delay(3),Chrome 74.0.3729.131,,,2019-05-13 09:28:27,2019-05-13 09:28:30,3.002s,PASSED
"mouseOver(findTestObject(""TF_Customer_Create/1_Menu_Navigation_To_Open_All_Pages/1_Menu_Create_Master_Data""))",Chrome 74.0.3729.131,,,2019-05-13 09:28:30,2019-05-13 09:28:30,0.057s,PASSED
delay(3),Chrome 74.0.3729.131,,,2019-05-13 09:28:30,2019-05-13 09:28:33,3.004s,PASSED
"click(findTestObject(""TF_Customer_Create/2_Select_Menu_Options(All)/3_Menu_Product_Visibility_list""))",Chrome 74.0.3729.131,,,2019-05-13 09:28:33,2019-05-13 09:28:33,0.088s,PASSED
waitForPageLoad(G_Timeout),Chrome 74.0.3729.131,,,2019-05-13 09:28:33,2019-05-13 09:28:33,0.007s,PASSED
delay(5),Chrome 74.0.3729.131,,,2019-05-13 09:28:33,2019-05-13 09:28:38,5.003s,PASSED
,,,,,,,
Test Cases/Regression_TF_Product/Open_Pages/TC_4_Open_Adjustable_Rate_Policy,Chrome 74.0.3729.131,This test case will open the adjustable rate policy page.,,2019-05-13 09:28:38,2019-05-13 09:28:50,11.879s,PASSED
delay(6),Chrome 74.0.3729.131,,,2019-05-13 09:28:38,2019-05-13 09:28:44,6.002s,PASSED
"mouseOver(findTestObject(""TF_Customer_Create/1_Menu_Navigation_To_Open_All_Pages/0_Menu_Create_In_Data_View""))",Chrome 74.0.3729.131,,,2019-05-13 09:28:44,2019-05-13 09:28:44,0.063s,PASSED
waitForPageLoad(G_Timeout),Chrome 74.0.3729.131,,,2019-05-13 09:28:44,2019-05-13 09:28:44,0.008s,PASSED
"mouseOver(findTestObject(""TF_Customer_Create/1_Menu_Navigation_To_Open_All_Pages/1_Menu_Create_Master_Data""))",Chrome 74.0.3729.131,,,2019-05-13 09:28:44,2019-05-13 09:28:45,0.026s,PASSED
waitForPageLoad(G_Timeout),Chrome 74.0.3729.131,,,2019-05-13 09:28:45,2019-05-13 09:28:45,0.007s,PASSED
"click(findTestObject(""TF_Customer_Create/2_Select_Menu_Options(All)/4_Menu_Adjustable_rate_policy""))",Chrome 74.0.3729.131,,,2019-05-13 09:28:45,2019-05-13 09:28:45,0.634s,PASSED
waitForPageLoad(G_Timeout),Chrome 74.0.3729.131,,,2019-05-13 09:28:45,2019-05-13 09:28:45,0.012s,PASSED
delay(5),Chrome 74.0.3729.131,,,2019-05-13 09:28:45,2019-05-13 09:28:50,5.001s,PASSED
,,,,,,,
Test Cases/General_Login_Logout/Logout,Chrome 74.0.3729.131,,,2019-05-13 09:28:50,2019-05-13 09:29:00,10.305s,PASSED
com.oracledb.regressiontest.logoutTFProduct(),Chrome 74.0.3729.131,,,2019-05-13 09:28:50,2019-05-13 09:29:00,10.198s,PASSED
