Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Smoke_TF_Customer,Chrome 69.0.3497.100,,2018-10-26 17:35:17,2018-10-26 17:36:24,1m - 6.658s,FAILED
,,,,,,
Test Cases/General_Login_Logout/Login,Chrome 69.0.3497.100,,2018-10-26 17:35:17,2018-10-26 17:35:36,18.047s,PASSED
tradeFunds.TradeFunds.LoginTFCustomer,Chrome 69.0.3497.100,,2018-10-26 17:35:18,2018-10-26 17:35:36,17.796s,PASSED
,,,,,,
Test Cases/Smoke_TF_Customer/TC_1_Open_Banner,Chrome 69.0.3497.100,,2018-10-26 17:35:36,2018-10-26 17:36:24,48.347s,FAILED
waitForPageLoad,Chrome 69.0.3497.100,,2018-10-26 17:35:36,2018-10-26 17:35:36,0.011s,PASSED
mouseOver,Chrome 69.0.3497.100,,2018-10-26 17:35:36,2018-10-26 17:35:36,0.584s,PASSED
waitForPageLoad,Chrome 69.0.3497.100,,2018-10-26 17:35:36,2018-10-26 17:35:36,0.006s,PASSED
mouseOver,Chrome 69.0.3497.100,,2018-10-26 17:35:36,2018-10-26 17:35:46,9.976s,PASSED
waitForPageLoad,Chrome 69.0.3497.100,,2018-10-26 17:35:46,2018-10-26 17:35:46,0.008s,PASSED
click,Chrome 69.0.3497.100,,2018-10-26 17:35:46,2018-10-26 17:35:47,0.591s,PASSED
waitForPageLoad,Chrome 69.0.3497.100,,2018-10-26 17:35:47,2018-10-26 17:35:47,0.007s,PASSED
click,Chrome 69.0.3497.100,,2018-10-26 17:35:47,2018-10-26 17:35:47,0.061s,PASSED
delay,Chrome 69.0.3497.100,,2018-10-26 17:35:47,2018-10-26 17:35:52,5.002s,PASSED
click,Chrome 69.0.3497.100,,2018-10-26 17:35:52,2018-10-26 17:35:52,0.004s,NOT_RUN
delay,Chrome 69.0.3497.100,,2018-10-26 17:35:52,2018-10-26 17:35:52,0.003s,NOT_RUN
setText,Chrome 69.0.3497.100,,2018-10-26 17:35:52,2018-10-26 17:35:52,0.215s,PASSED
click,Chrome 69.0.3497.100,,2018-10-26 17:35:52,2018-10-26 17:36:24,31.771s,FAILED
