Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Smoke_TF_Customer,Chrome 66.0.3359.139,,2018-05-11 15:03:44,2018-05-11 15:05:38,1m - 54.211s,FAILED
,,,,,,
Test Cases/General_Login_Logout/TC_1_Login,Chrome 66.0.3359.139,,2018-05-11 15:03:44,2018-05-11 15:04:12,28.317s,PASSED
openBrowser,Chrome 66.0.3359.139,,2018-05-11 15:03:44,2018-05-11 15:03:55,10.639s,PASSED
waitForPageLoad,Chrome 66.0.3359.139,,2018-05-11 15:03:55,2018-05-11 15:03:55,0.081s,PASSED
maximizeWindow,Chrome 66.0.3359.139,,2018-05-11 15:03:55,2018-05-11 15:03:56,1.156s,PASSED
waitForElementClickable,Chrome 66.0.3359.139,,2018-05-11 15:03:56,2018-05-11 15:03:56,0.053s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-11 15:03:56,2018-05-11 15:03:56,0.096s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-11 15:03:56,2018-05-11 15:03:56,0.081s,PASSED
click,Chrome 66.0.3359.139,,2018-05-11 15:03:56,2018-05-11 15:03:56,0.061s,PASSED
waitForPageLoad,Chrome 66.0.3359.139,,2018-05-11 15:03:56,2018-05-11 15:03:56,0.005s,PASSED
click,Chrome 66.0.3359.139,,2018-05-11 15:03:56,2018-05-11 15:04:10,13.891s,PASSED
delay,Chrome 66.0.3359.139,,2018-05-11 15:04:10,2018-05-11 15:04:12,2.014s,PASSED
,,,,,,
Test Cases/Smoke_TF_Customer/TC_1_Open_Banner,Chrome 66.0.3359.139,,2018-05-11 15:04:12,2018-05-11 15:04:51,39.199s,FAILED
waitForPageLoad,Chrome 66.0.3359.139,,2018-05-11 15:04:12,2018-05-11 15:04:12,0.021s,PASSED
click,Chrome 66.0.3359.139,,2018-05-11 15:04:12,2018-05-11 15:04:15,3.210s,PASSED
verifyElementPresent,Chrome 66.0.3359.139,,2018-05-11 15:04:15,2018-05-11 15:04:51,35.875s,FAILED
,,,,,,
Test Cases/Smoke_TF_Customer/TC_2_Open_RGM_Designated_Baseline,Chrome 66.0.3359.139,,2018-05-11 15:04:51,2018-05-11 15:04:55,3.355s,PASSED
waitForPageLoad,Chrome 66.0.3359.139,,2018-05-11 15:04:51,2018-05-11 15:04:51,0.009s,PASSED
click,Chrome 66.0.3359.139,,2018-05-11 15:04:51,2018-05-11 15:04:53,1.663s,PASSED
verifyElementPresent,Chrome 66.0.3359.139,,2018-05-11 15:04:53,2018-05-11 15:04:55,1.629s,PASSED
,,,,,,
Test Cases/Smoke_TF_Customer/TC_3_Open_JMS_Sales_Org,Chrome 66.0.3359.139,,2018-05-11 15:04:55,2018-05-11 15:04:58,3.833s,PASSED
waitForPageLoad,Chrome 66.0.3359.139,,2018-05-11 15:04:55,2018-05-11 15:04:55,0.005s,PASSED
click,Chrome 66.0.3359.139,,2018-05-11 15:04:55,2018-05-11 15:04:57,2.149s,PASSED
verifyElementPresent,Chrome 66.0.3359.139,,2018-05-11 15:04:57,2018-05-11 15:04:58,1.608s,PASSED
,,,,,,
Test Cases/Smoke_TF_Customer/TC_4_Open_Consumption_Baseline_Source,Chrome 66.0.3359.139,,2018-05-11 15:04:58,2018-05-11 15:05:02,3.857s,PASSED
