Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Open_All_Pages,Chrome 74.0.3729.157,,,2019-05-16 09:39:25,2019-05-16 09:41:30,2m - 5.599s,PASSED
,,,,,,,
Test Cases/General_Login_Logout/Login,Chrome 74.0.3729.157,,,2019-05-16 09:39:25,2019-05-16 09:39:50,25.121s,PASSED
"com.oracledb.regressiontest.LoginTFProduct(User, Password)",Chrome 74.0.3729.157,,,2019-05-16 09:39:25,2019-05-16 09:39:50,24.753s,PASSED
,,,,,,,
Test Cases/Regression_TF_Product/Open_Pages/TC_1_Open_JMS_Sales_Organisation,Chrome 74.0.3729.157,This test case will open JMS Sales organistion page.,,2019-05-16 09:39:50,2019-05-16 09:40:04,13.808s,PASSED
waitForPageLoad(G_Timeout),Chrome 74.0.3729.157,,,2019-05-16 09:39:50,2019-05-16 09:39:50,0.013s,PASSED
"mouseOver(findTestObject(""TF_Customer_Create/1_Menu_Navigation_To_Open_All_Pages/0_Menu_Create_In_Data_View""))",Chrome 74.0.3729.157,,,2019-05-16 09:39:50,2019-05-16 09:39:50,0.050s,PASSED
delay(3),Chrome 74.0.3729.157,,,2019-05-16 09:39:50,2019-05-16 09:39:53,3.005s,PASSED
"mouseOver(findTestObject(""TF_Customer_Create/1_Menu_Navigation_To_Open_All_Pages/1_Menu_Create_Master_Data""))",Chrome 74.0.3729.157,,,2019-05-16 09:39:53,2019-05-16 09:39:58,4.481s,PASSED
delay(3),Chrome 74.0.3729.157,,,2019-05-16 09:39:58,2019-05-16 09:40:01,3.003s,PASSED
"click(findTestObject(""TF_Customer_Create/2_Select_Menu_Options(All)/1_Menu_JMS_Sales_Organisation""))",Chrome 74.0.3729.157,,,2019-05-16 09:40:01,2019-05-16 09:40:01,0.100s,PASSED
waitForPageLoad(G_Timeout),Chrome 74.0.3729.157,,,2019-05-16 09:40:01,2019-05-16 09:40:01,0.012s,PASSED
delay(3),Chrome 74.0.3729.157,,,2019-05-16 09:40:01,2019-05-16 09:40:04,3.002s,PASSED
,,,,,,,
Test Cases/Regression_TF_Product/Open_Pages/TC_2-1_Total_Company,Chrome 74.0.3729.157,This test case will open total company page by going into the Product Hierarchy level.,,2019-05-16 09:40:04,2019-05-16 09:40:15,11.393s,PASSED
waitForPageLoad(G_Timeout),Chrome 74.0.3729.157,,,2019-05-16 09:40:04,2019-05-16 09:40:04,0.010s,PASSED
