Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Smoke_TF_Customer,Chrome 70.0.3538.77,,2018-11-12 12:00:47,2018-11-12 12:03:42,2m - 55.372s,FAILED
,,,,,,
Test Cases/General_Login_Logout/Login,Chrome 70.0.3538.77,,2018-11-12 12:00:47,2018-11-12 12:01:08,21.076s,PASSED
tradeFunds.TF_Regression.LoginTFCustomer,Chrome 70.0.3538.77,,2018-11-12 12:00:47,2018-11-12 12:01:08,20.866s,PASSED
,,,,,,
Test Cases/Regression_TF_Customer/TC_1_Create_Banner,Chrome 70.0.3538.77,,2018-11-12 12:01:08,2018-11-12 12:01:51,42.687s,FAILED
waitForPageLoad,Chrome 70.0.3538.77,,2018-11-12 12:01:08,2018-11-12 12:01:08,0.015s,PASSED
mouseOver,Chrome 70.0.3538.77,,2018-11-12 12:01:08,2018-11-12 12:01:09,0.706s,PASSED
waitForPageLoad,Chrome 70.0.3538.77,,2018-11-12 12:01:09,2018-11-12 12:01:09,0.005s,PASSED
mouseOver,Chrome 70.0.3538.77,,2018-11-12 12:01:09,2018-11-12 12:01:11,1.576s,PASSED
waitForPageLoad,Chrome 70.0.3538.77,,2018-11-12 12:01:11,2018-11-12 12:01:11,0.008s,PASSED
click,Chrome 70.0.3538.77,,2018-11-12 12:01:11,2018-11-12 12:01:16,5.758s,PASSED
waitForPageLoad,Chrome 70.0.3538.77,,2018-11-12 12:01:16,2018-11-12 12:01:16,0.008s,PASSED
click,Chrome 70.0.3538.77,,2018-11-12 12:01:16,2018-11-12 12:01:16,0.001s,NOT_RUN
delay,Chrome 70.0.3538.77,,2018-11-12 12:01:16,2018-11-12 12:01:16,0.000s,NOT_RUN
click,Chrome 70.0.3538.77,,2018-11-12 12:01:16,2018-11-12 12:01:16,0.001s,NOT_RUN
delay,Chrome 70.0.3538.77,,2018-11-12 12:01:16,2018-11-12 12:01:16,0.001s,NOT_RUN
click,Chrome 70.0.3538.77,,2018-11-12 12:01:16,2018-11-12 12:01:16,0.000s,NOT_RUN
delay,Chrome 70.0.3538.77,,2018-11-12 12:01:16,2018-11-12 12:01:18,2.003s,PASSED
setText,Chrome 70.0.3538.77,,2018-11-12 12:01:18,2018-11-12 12:01:28,9.709s,PASSED
delay,Chrome 70.0.3538.77,,2018-11-12 12:01:28,2018-11-12 12:01:30,2.003s,PASSED
click,Chrome 70.0.3538.77,,2018-11-12 12:01:30,2018-11-12 12:01:30,0.003s,NOT_RUN
click,Chrome 70.0.3538.77,,2018-11-12 12:01:30,2018-11-12 12:01:30,0.168s,PASSED
delay,Chrome 70.0.3538.77,,2018-11-12 12:01:30,2018-11-12 12:01:32,2.002s,PASSED
click,Chrome 70.0.3538.77,,2018-11-12 12:01:32,2018-11-12 12:01:51,18.409s,FAILED
,,,,,,
Test Cases/Regression_TF_Customer/TC_1_Create_Banner,Chrome 70.0.3538.77,,2018-11-12 12:01:51,2018-11-12 12:02:06,14.861s,PASSED
waitForPageLoad,Chrome 70.0.3538.77,,2018-11-12 12:01:51,2018-11-12 12:01:51,0.018s,PASSED
mouseOver,Chrome 70.0.3538.77,,2018-11-12 12:01:51,2018-11-12 12:01:51,0.054s,PASSED
waitForPageLoad,Chrome 70.0.3538.77,,2018-11-12 12:01:51,2018-11-12 12:01:51,0.006s,PASSED
mouseOver,Chrome 70.0.3538.77,,2018-11-12 12:01:51,2018-11-12 12:01:51,0.047s,PASSED
waitForPageLoad,Chrome 70.0.3538.77,,2018-11-12 12:01:51,2018-11-12 12:01:51,0.007s,PASSED
click,Chrome 70.0.3538.77,,2018-11-12 12:01:51,2018-11-12 12:01:52,0.599s,PASSED
waitForPageLoad,Chrome 70.0.3538.77,,2018-11-12 12:01:52,2018-11-12 12:01:52,0.006s,PASSED
click,Chrome 70.0.3538.77,,2018-11-12 12:01:52,2018-11-12 12:01:52,0.000s,NOT_RUN
delay,Chrome 70.0.3538.77,,2018-11-12 12:01:52,2018-11-12 12:01:52,0.001s,NOT_RUN
click,Chrome 70.0.3538.77,,2018-11-12 12:01:52,2018-11-12 12:01:52,0.000s,NOT_RUN
delay,Chrome 70.0.3538.77,,2018-11-12 12:01:52,2018-11-12 12:01:52,0.001s,NOT_RUN
click,Chrome 70.0.3538.77,,2018-11-12 12:01:52,2018-11-12 12:01:52,0.000s,NOT_RUN
delay,Chrome 70.0.3538.77,,2018-11-12 12:01:52,2018-11-12 12:01:54,2.001s,PASSED
setText,Chrome 70.0.3538.77,,2018-11-12 12:01:54,2018-11-12 12:01:54,0.181s,PASSED
delay,Chrome 70.0.3538.77,,2018-11-12 12:01:54,2018-11-12 12:01:56,2.003s,PASSED
click,Chrome 70.0.3538.77,,2018-11-12 12:01:56,2018-11-12 12:01:56,0.002s,NOT_RUN
click,Chrome 70.0.3538.77,,2018-11-12 12:01:56,2018-11-12 12:01:56,0.158s,PASSED
delay,Chrome 70.0.3538.77,,2018-11-12 12:01:56,2018-11-12 12:01:58,2.003s,PASSED
click,Chrome 70.0.3538.77,,2018-11-12 12:01:58,2018-11-12 12:01:58,0.151s,PASSED
delay,Chrome 70.0.3538.77,,2018-11-12 12:01:58,2018-11-12 12:02:00,2.003s,PASSED
verifyElementPresent,Chrome 70.0.3538.77,,2018-11-12 12:02:00,2018-11-12 12:02:00,0.002s,NOT_RUN
verifyElementText,Chrome 70.0.3538.77,,2018-11-12 12:02:00,2018-11-12 12:02:03,3.277s,PASSED
verifyTextPresent,Chrome 70.0.3538.77,"Record has been saved successfully. 
",2018-11-12 12:02:03,2018-11-12 12:02:03,0.001s,NOT_RUN
Statement - text = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getText(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(TF_Customer_Create/Verify_Success_Message/Success_Message)),Chrome 70.0.3538.77,,2018-11-12 12:02:03,2018-11-12 12:02:03,0.001s,NOT_RUN
"Statement - If (text.contains(""Record has been saved successfully."", CONTINUE_ON_FAILURE))",Chrome 70.0.3538.77,,2018-11-12 12:02:03,2018-11-12 12:02:03,0.000s,NOT_RUN
click,Chrome 70.0.3538.77,,2018-11-12 12:02:03,2018-11-12 12:02:04,0.085s,PASSED
delay,Chrome 70.0.3538.77,,2018-11-12 12:02:04,2018-11-12 12:02:05,1.003s,PASSED
click,Chrome 70.0.3538.77,,2018-11-12 12:02:05,2018-11-12 12:02:05,0.196s,PASSED
delay,Chrome 70.0.3538.77,,2018-11-12 12:02:05,2018-11-12 12:02:06,1.002s,PASSED
"Statement - row_MTCH = CustomKeywords.tradeFunds.TF_Regression.verifyBanner(ora_connt, ora_usr, ora_psswrd, ora_schema)",Chrome 70.0.3538.77,,2018-11-12 12:02:06,2018-11-12 12:02:06,0.001s,NOT_RUN
"Statement - println(""MTCH_Banner_Name"")",Chrome 70.0.3538.77,,2018-11-12 12:02:06,2018-11-12 12:02:06,0.001s,NOT_RUN
verifyEqual,Chrome 70.0.3538.77,,2018-11-12 12:02:06,2018-11-12 12:02:06,0.002s,NOT_RUN
,,,,,,
Test Cases/Regression_TF_Customer/TC_1_Create_Banner,Chrome 70.0.3538.77,,2018-11-12 12:02:06,2018-11-12 12:02:18,11.981s,PASSED
waitForPageLoad,Chrome 70.0.3538.77,,2018-11-12 12:02:06,2018-11-12 12:02:06,0.007s,PASSED
mouseOver,Chrome 70.0.3538.77,,2018-11-12 12:02:06,2018-11-12 12:02:06,0.037s,PASSED
waitForPageLoad,Chrome 70.0.3538.77,,2018-11-12 12:02:06,2018-11-12 12:02:06,0.014s,PASSED
mouseOver,Chrome 70.0.3538.77,,2018-11-12 12:02:06,2018-11-12 12:02:06,0.043s,PASSED
waitForPageLoad,Chrome 70.0.3538.77,,2018-11-12 12:02:06,2018-11-12 12:02:06,0.004s,PASSED
click,Chrome 70.0.3538.77,,2018-11-12 12:02:06,2018-11-12 12:02:06,0.570s,PASSED
waitForPageLoad,Chrome 70.0.3538.77,,2018-11-12 12:02:06,2018-11-12 12:02:06,0.007s,PASSED
click,Chrome 70.0.3538.77,,2018-11-12 12:02:06,2018-11-12 12:02:06,0.000s,NOT_RUN
delay,Chrome 70.0.3538.77,,2018-11-12 12:02:06,2018-11-12 12:02:06,0.000s,NOT_RUN
click,Chrome 70.0.3538.77,,2018-11-12 12:02:06,2018-11-12 12:02:06,0.000s,NOT_RUN
delay,Chrome 70.0.3538.77,,2018-11-12 12:02:06,2018-11-12 12:02:06,0.000s,NOT_RUN
click,Chrome 70.0.3538.77,,2018-11-12 12:02:06,2018-11-12 12:02:06,0.000s,NOT_RUN
delay,Chrome 70.0.3538.77,,2018-11-12 12:02:06,2018-11-12 12:02:08,2.003s,PASSED
setText,Chrome 70.0.3538.77,,2018-11-12 12:02:08,2018-11-12 12:02:09,0.169s,PASSED
delay,Chrome 70.0.3538.77,,2018-11-12 12:02:09,2018-11-12 12:02:11,2.003s,PASSED
click,Chrome 70.0.3538.77,,2018-11-12 12:02:11,2018-11-12 12:02:11,0.002s,NOT_RUN
click,Chrome 70.0.3538.77,,2018-11-12 12:02:11,2018-11-12 12:02:11,0.148s,PASSED
delay,Chrome 70.0.3538.77,,2018-11-12 12:02:11,2018-11-12 12:02:13,2.002s,PASSED
click,Chrome 70.0.3538.77,,2018-11-12 12:02:13,2018-11-12 12:02:13,0.122s,PASSED
delay,Chrome 70.0.3538.77,,2018-11-12 12:02:13,2018-11-12 12:02:15,2.003s,PASSED
verifyElementPresent,Chrome 70.0.3538.77,,2018-11-12 12:02:15,2018-11-12 12:02:15,0.002s,NOT_RUN
verifyElementText,Chrome 70.0.3538.77,,2018-11-12 12:02:15,2018-11-12 12:02:16,0.612s,PASSED
verifyTextPresent,Chrome 70.0.3538.77,"Record has been saved successfully. 
",2018-11-12 12:02:16,2018-11-12 12:02:16,0.000s,NOT_RUN
Statement - text = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getText(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(TF_Customer_Create/Verify_Success_Message/Success_Message)),Chrome 70.0.3538.77,,2018-11-12 12:02:16,2018-11-12 12:02:16,0.001s,NOT_RUN
