Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Open_All_Pages,Chrome 74.0.3729.131,,,2019-05-15 07:58:20,2019-05-15 08:02:47,4m - 26.981s,FAILED
,,,,,,,
Test Cases/General_Login_Logout/Login,Chrome 74.0.3729.131,,,2019-05-15 07:58:21,2019-05-15 07:58:43,22.437s,PASSED
"com.oracledb.regressiontest.LoginTFProduct(User, Password)",Chrome 74.0.3729.131,,,2019-05-15 07:58:21,2019-05-15 07:58:43,22.112s,PASSED
,,,,,,,
Test Cases/Regression_TF_Product/Open_Pages/TC_1_Open_JMS_Sales_Organisation,Chrome 74.0.3729.131,This test case will open JMS Sales organistion page.,,2019-05-15 07:58:43,2019-05-15 07:58:59,16.170s,PASSED
delay(6),Chrome 74.0.3729.131,,,2019-05-15 07:58:43,2019-05-15 07:58:49,6.002s,PASSED
"mouseOver(findTestObject(""TF_Customer_Create/1_Menu_Navigation_To_Open_All_Pages/0_Menu_Create_In_Data_View""))",Chrome 74.0.3729.131,,,2019-05-15 07:58:49,2019-05-15 07:58:50,0.854s,PASSED
delay(3),Chrome 74.0.3729.131,,,2019-05-15 07:58:50,2019-05-15 07:58:53,3.005s,PASSED
"mouseOver(findTestObject(""TF_Customer_Create/1_Menu_Navigation_To_Open_All_Pages/1_Menu_Create_Master_Data""))",Chrome 74.0.3729.131,,,2019-05-15 07:58:53,2019-05-15 07:58:53,0.064s,PASSED
delay(3),Chrome 74.0.3729.131,,,2019-05-15 07:58:53,2019-05-15 07:58:56,3.004s,PASSED
"click(findTestObject(""TF_Customer_Create/2_Select_Menu_Options(All)/1_Menu_JMS_Sales_Organisation""))",Chrome 74.0.3729.131,,,2019-05-15 07:58:56,2019-05-15 07:58:56,0.095s,PASSED
waitForPageLoad(G_Timeout),Chrome 74.0.3729.131,,,2019-05-15 07:58:56,2019-05-15 07:58:56,0.010s,PASSED
delay(3),Chrome 74.0.3729.131,,,2019-05-15 07:58:56,2019-05-15 07:58:59,3.002s,PASSED
,,,,,,,
Test Cases/Regression_TF_Product/Open_Pages/TC_2-1_Total_Company,Chrome 74.0.3729.131,This test case will open total company page by going into the Product Hierarchy level.,,2019-05-15 07:58:59,2019-05-15 07:59:37,37.947s,FAILED
