Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Open_All_Pages,Chrome 74.0.3729.131,,,2019-05-15 06:58:59,2019-05-15 07:01:19,2m - 19.090s,PASSED
,,,,,,,
Test Cases/General_Login_Logout/Login,Chrome 74.0.3729.131,,,2019-05-15 06:59:00,2019-05-15 06:59:21,21.419s,PASSED
"com.oracledb.regressiontest.LoginTFProduct(User, Password)",Chrome 74.0.3729.131,,,2019-05-15 06:59:00,2019-05-15 06:59:21,21.083s,PASSED
,,,,,,,
Test Cases/Regression_TF_Product/Open_Pages/TC_1_Open_JMS_Sales_Organisation,Chrome 74.0.3729.131,This test case will open JMS Sales organistion page.,,2019-05-15 06:59:21,2019-05-15 06:59:40,18.549s,PASSED
delay(6),Chrome 74.0.3729.131,,,2019-05-15 06:59:21,2019-05-15 06:59:27,6.004s,PASSED
"mouseOver(findTestObject(""TF_Customer_Create/1_Menu_Navigation_To_Open_All_Pages/0_Menu_Create_In_Data_View""))",Chrome 74.0.3729.131,,,2019-05-15 06:59:27,2019-05-15 06:59:30,3.182s,PASSED
delay(3),Chrome 74.0.3729.131,,,2019-05-15 06:59:30,2019-05-15 06:59:33,3.005s,PASSED
"mouseOver(findTestObject(""TF_Customer_Create/1_Menu_Navigation_To_Open_All_Pages/1_Menu_Create_Master_Data""))",Chrome 74.0.3729.131,,,2019-05-15 06:59:33,2019-05-15 06:59:34,0.072s,PASSED
delay(3),Chrome 74.0.3729.131,,,2019-05-15 06:59:34,2019-05-15 06:59:37,3.003s,PASSED
"click(findTestObject(""TF_Customer_Create/2_Select_Menu_Options(All)/1_Menu_JMS_Sales_Organisation""))",Chrome 74.0.3729.131,,,2019-05-15 06:59:37,2019-05-15 06:59:37,0.097s,PASSED
waitForPageLoad(G_Timeout),Chrome 74.0.3729.131,,,2019-05-15 06:59:37,2019-05-15 06:59:37,0.015s,PASSED
delay(3),Chrome 74.0.3729.131,,,2019-05-15 06:59:37,2019-05-15 06:59:40,3.002s,PASSED
,,,,,,,
Test Cases/Regression_TF_Product/Open_Pages/TC_2-1_Total_Company,Chrome 74.0.3729.131,This test case will open total company page by going into the Product Hierarchy level.,,2019-05-15 06:59:40,2019-05-15 06:59:51,11.708s,PASSED
waitForPageLoad(G_Timeout),Chrome 74.0.3729.131,,,2019-05-15 06:59:40,2019-05-15 06:59:40,0.342s,PASSED
"mouseOver(findTestObject(""TF_Customer_Create/1_Menu_Navigation_To_Open_All_Pages/0_Menu_Create_In_Data_View""))",Chrome 74.0.3729.131,,,2019-05-15 06:59:40,2019-05-15 06:59:40,0.035s,PASSED
delay(3),Chrome 74.0.3729.131,,,2019-05-15 06:59:40,2019-05-15 06:59:43,3.003s,PASSED
"mouseOver(findTestObject(""TF_Customer_Create/1_Menu_Navigation_To_Open_All_Pages/1_Menu_Create_Master_Data""))",Chrome 74.0.3729.131,,,2019-05-15 06:59:43,2019-05-15 06:59:43,0.065s,PASSED
delay(3),Chrome 74.0.3729.131,,,2019-05-15 06:59:43,2019-05-15 06:59:46,3.004s,PASSED
