Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Smoke_TF_Customer,Chrome 69.0.3497.100,,2018-10-26 17:32:57,2018-10-26 17:33:27,30.004s,FAILED
,,,,,,
Test Cases/General_Login_Logout/Login,Chrome 69.0.3497.100,,2018-10-26 17:32:57,2018-10-26 17:33:19,21.924s,PASSED
tradeFunds.TradeFunds.LoginTFCustomer,Chrome 69.0.3497.100,,2018-10-26 17:32:57,2018-10-26 17:33:19,21.710s,PASSED
,,,,,,
Test Cases/Smoke_TF_Customer/TC_1_Open_Banner,Chrome 69.0.3497.100,,2018-10-26 17:33:19,2018-10-26 17:33:27,7.839s,FAILED
waitForPageLoad,Chrome 69.0.3497.100,,2018-10-26 17:33:19,2018-10-26 17:33:19,0.034s,PASSED
mouseOver,Chrome 69.0.3497.100,,2018-10-26 17:33:19,2018-10-26 17:33:19,0.057s,PASSED
waitForPageLoad,Chrome 69.0.3497.100,,2018-10-26 17:33:19,2018-10-26 17:33:19,0.005s,PASSED
mouseOver,Chrome 69.0.3497.100,,2018-10-26 17:33:19,2018-10-26 17:33:21,1.608s,PASSED
waitForPageLoad,Chrome 69.0.3497.100,,2018-10-26 17:33:21,2018-10-26 17:33:21,0.006s,PASSED
click,Chrome 69.0.3497.100,,2018-10-26 17:33:21,2018-10-26 17:33:21,0.599s,PASSED
waitForPageLoad,Chrome 69.0.3497.100,,2018-10-26 17:33:21,2018-10-26 17:33:21,0.009s,PASSED
click,Chrome 69.0.3497.100,,2018-10-26 17:33:21,2018-10-26 17:33:21,0.060s,PASSED
delay,Chrome 69.0.3497.100,,2018-10-26 17:33:21,2018-10-26 17:33:26,5.002s,PASSED
click,Chrome 69.0.3497.100,,2018-10-26 17:33:26,2018-10-26 17:33:27,0.338s,FAILED
