Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Open_All_Pages,Chrome 74.0.3729.157,,,2019-05-16 09:34:46,2019-05-16 09:37:50,3m - 4.182s,FAILED
,,,,,,,
Test Cases/General_Login_Logout/Login,Chrome 74.0.3729.157,,,2019-05-16 09:34:46,2019-05-16 09:35:07,20.961s,PASSED
"com.oracledb.regressiontest.LoginTFProduct(User, Password)",Chrome 74.0.3729.157,,,2019-05-16 09:34:46,2019-05-16 09:35:07,20.634s,PASSED
,,,,,,,
Test Cases/Regression_TF_Product/Open_Pages/TC_1_Open_JMS_Sales_Organisation,Chrome 74.0.3729.157,This test case will open JMS Sales organistion page.,,2019-05-16 09:35:07,2019-05-16 09:35:33,26.672s,PASSED
delay(6),Chrome 74.0.3729.157,,,2019-05-16 09:35:07,2019-05-16 09:35:13,6.005s,PASSED
"mouseOver(findTestObject(""TF_Customer_Create/1_Menu_Navigation_To_Open_All_Pages/0_Menu_Create_In_Data_View""))",Chrome 74.0.3729.157,,,2019-05-16 09:35:13,2019-05-16 09:35:14,0.877s,PASSED
delay(3),Chrome 74.0.3729.157,,,2019-05-16 09:35:14,2019-05-16 09:35:17,3.004s,PASSED
"mouseOver(findTestObject(""TF_Customer_Create/1_Menu_Navigation_To_Open_All_Pages/1_Menu_Create_Master_Data""))",Chrome 74.0.3729.157,,,2019-05-16 09:35:17,2019-05-16 09:35:27,9.995s,PASSED
delay(3),Chrome 74.0.3729.157,,,2019-05-16 09:35:27,2019-05-16 09:35:30,3.003s,PASSED
"click(findTestObject(""TF_Customer_Create/2_Select_Menu_Options(All)/1_Menu_JMS_Sales_Organisation""))",Chrome 74.0.3729.157,,,2019-05-16 09:35:30,2019-05-16 09:35:30,0.635s,PASSED
waitForPageLoad(G_Timeout),Chrome 74.0.3729.157,,,2019-05-16 09:35:30,2019-05-16 09:35:30,0.010s,PASSED
delay(3),Chrome 74.0.3729.157,,,2019-05-16 09:35:30,2019-05-16 09:35:33,3.003s,PASSED
,,,,,,,
Test Cases/Regression_TF_Product/Open_Pages/TC_2-1_Total_Company,Chrome 74.0.3729.157,This test case will open total company page by going into the Product Hierarchy level.,,2019-05-16 09:35:33,2019-05-16 09:36:11,37.925s,FAILED
waitForPageLoad(G_Timeout),Chrome 74.0.3729.157,,,2019-05-16 09:35:34,2019-05-16 09:35:34,0.008s,PASSED
