Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Open_All_Pages,Chrome 74.0.3729.131,,,2019-05-13 09:29:16,2019-05-13 09:31:27,2m - 10.914s,PASSED
,,,,,,,
Test Cases/General_Login_Logout/Login,Chrome 74.0.3729.131,,,2019-05-13 09:29:16,2019-05-13 09:29:41,24.715s,PASSED
"com.oracledb.regressiontest.LoginTFProduct(User, Password)",Chrome 74.0.3729.131,,,2019-05-13 09:29:17,2019-05-13 09:29:41,24.298s,PASSED
,,,,,,,
Test Cases/Regression_TF_Product/Open_Pages/TC_1_Open_JMS_Sales_Organisation,Chrome 74.0.3729.131,This test case will open JMS Sales organistion page.,,2019-05-13 09:29:41,2019-05-13 09:30:01,19.813s,PASSED
delay(6),Chrome 74.0.3729.131,,,2019-05-13 09:29:41,2019-05-13 09:29:47,6.004s,PASSED
"mouseOver(findTestObject(""TF_Customer_Create/1_Menu_Navigation_To_Open_All_Pages/0_Menu_Create_In_Data_View""))",Chrome 74.0.3729.131,,,2019-05-13 09:29:47,2019-05-13 09:29:52,4.488s,PASSED
delay(3),Chrome 74.0.3729.131,,,2019-05-13 09:29:52,2019-05-13 09:29:55,3.005s,PASSED
"mouseOver(findTestObject(""TF_Customer_Create/1_Menu_Navigation_To_Open_All_Pages/1_Menu_Create_Master_Data""))",Chrome 74.0.3729.131,,,2019-05-13 09:29:55,2019-05-13 09:29:55,0.071s,PASSED
delay(3),Chrome 74.0.3729.131,,,2019-05-13 09:29:55,2019-05-13 09:29:58,3.003s,PASSED
"click(findTestObject(""TF_Customer_Create/2_Select_Menu_Options(All)/1_Menu_JMS_Sales_Organisation""))",Chrome 74.0.3729.131,,,2019-05-13 09:29:58,2019-05-13 09:29:58,0.092s,PASSED
waitForPageLoad(G_Timeout),Chrome 74.0.3729.131,,,2019-05-13 09:29:58,2019-05-13 09:29:58,0.011s,PASSED
delay(3),Chrome 74.0.3729.131,,,2019-05-13 09:29:58,2019-05-13 09:30:01,3.003s,PASSED
,,,,,,,
Test Cases/Regression_TF_Product/Open_Pages/TC_2-1_Total_Company,Chrome 74.0.3729.131,This test case will open total company page by going into the Product Hierarchy level.,,2019-05-13 09:30:01,2019-05-13 09:30:12,11.384s,PASSED
waitForPageLoad(G_Timeout),Chrome 74.0.3729.131,,,2019-05-13 09:30:01,2019-05-13 09:30:01,0.008s,PASSED
"mouseOver(findTestObject(""TF_Customer_Create/1_Menu_Navigation_To_Open_All_Pages/0_Menu_Create_In_Data_View""))",Chrome 74.0.3729.131,,,2019-05-13 09:30:01,2019-05-13 09:30:01,0.036s,PASSED
delay(3),Chrome 74.0.3729.131,,,2019-05-13 09:30:01,2019-05-13 09:30:04,3.004s,PASSED
"mouseOver(findTestObject(""TF_Customer_Create/1_Menu_Navigation_To_Open_All_Pages/1_Menu_Create_Master_Data""))",Chrome 74.0.3729.131,,,2019-05-13 09:30:04,2019-05-13 09:30:04,0.050s,PASSED
delay(3),Chrome 74.0.3729.131,,,2019-05-13 09:30:04,2019-05-13 09:30:07,3.002s,PASSED
"mouseOver(findTestObject(""TF_Customer_Create/1_Menu_Navigation_To_Open_All_Pages/2_Product_Hierarchy_Level,_Hoverover_Option""))",Chrome 74.0.3729.131,,,2019-05-13 09:30:07,2019-05-13 09:30:07,0.077s,PASSED
delay(2),Chrome 74.0.3729.131,,,2019-05-13 09:30:07,2019-05-13 09:30:09,2.003s,PASSED
"click(findTestObject(""TF_Customer_Create/2_Select_Menu_Options(All)/Product Hierarchy Level/td_total_company""))",Chrome 74.0.3729.131,,,2019-05-13 09:30:09,2019-05-13 09:30:09,0.098s,PASSED
waitForPageLoad(G_Timeout),Chrome 74.0.3729.131,,,2019-05-13 09:30:09,2019-05-13 09:30:09,0.007s,PASSED
delay(3),Chrome 74.0.3729.131,,,2019-05-13 09:30:09,2019-05-13 09:30:12,3.002s,PASSED
,,,,,,,
Test Cases/Regression_TF_Product/Open_Pages/TC_2-2_Product_Summary,Chrome 74.0.3729.131,This test case will open page product summary.,,2019-05-13 09:30:12,2019-05-13 09:30:24,11.393s,PASSED
waitForPageLoad(G_Timeout),Chrome 74.0.3729.131,,,2019-05-13 09:30:13,2019-05-13 09:30:13,0.007s,PASSED
"mouseOver(findTestObject(""TF_Customer_Create/1_Menu_Navigation_To_Open_All_Pages/0_Menu_Create_In_Data_View""))",Chrome 74.0.3729.131,,,2019-05-13 09:30:13,2019-05-13 09:30:13,0.030s,PASSED
delay(3),Chrome 74.0.3729.131,,,2019-05-13 09:30:13,2019-05-13 09:30:16,3.003s,PASSED
"mouseOver(findTestObject(""TF_Customer_Create/1_Menu_Navigation_To_Open_All_Pages/1_Menu_Create_Master_Data""))",Chrome 74.0.3729.131,,,2019-05-13 09:30:16,2019-05-13 09:30:16,0.066s,PASSED
delay(3),Chrome 74.0.3729.131,,,2019-05-13 09:30:16,2019-05-13 09:30:19,3.003s,PASSED
"mouseOver(findTestObject(""TF_Customer_Create/1_Menu_Navigation_To_Open_All_Pages/2_Product_Hierarchy_Level,_Hoverover_Option""))",Chrome 74.0.3729.131,,,2019-05-13 09:30:19,2019-05-13 09:30:19,0.065s,PASSED
delay(2),Chrome 74.0.3729.131,,,2019-05-13 09:30:19,2019-05-13 09:30:21,2.003s,PASSED
"click(findTestObject(""TF_Customer_Create/2_Select_Menu_Options(All)/Product Hierarchy Level/td_Product_summary""))",Chrome 74.0.3729.131,,,2019-05-13 09:30:21,2019-05-13 09:30:21,0.095s,PASSED
waitForPageLoad(G_Timeout),Chrome 74.0.3729.131,,,2019-05-13 09:30:21,2019-05-13 09:30:21,0.008s,PASSED
delay(3),Chrome 74.0.3729.131,,,2019-05-13 09:30:21,2019-05-13 09:30:24,3.002s,PASSED
,,,,,,,
Test Cases/Regression_TF_Product/Open_Pages/TC_2-3_Planning_Product,Chrome 74.0.3729.131,This test case will open page product summary.,,2019-05-13 09:30:24,2019-05-13 09:30:35,11.396s,PASSED
waitForPageLoad(G_Timeout),Chrome 74.0.3729.131,,,2019-05-13 09:30:24,2019-05-13 09:30:24,0.007s,PASSED
"mouseOver(findTestObject(""TF_Customer_Create/1_Menu_Navigation_To_Open_All_Pages/0_Menu_Create_In_Data_View""))",Chrome 74.0.3729.131,,,2019-05-13 09:30:24,2019-05-13 09:30:24,0.029s,PASSED
delay(3),Chrome 74.0.3729.131,,,2019-05-13 09:30:24,2019-05-13 09:30:27,3.002s,PASSED
"mouseOver(findTestObject(""TF_Customer_Create/1_Menu_Navigation_To_Open_All_Pages/1_Menu_Create_Master_Data""))",Chrome 74.0.3729.131,,,2019-05-13 09:30:27,2019-05-13 09:30:27,0.054s,PASSED
delay(3),Chrome 74.0.3729.131,,,2019-05-13 09:30:27,2019-05-13 09:30:30,3.003s,PASSED
"mouseOver(findTestObject(""TF_Customer_Create/1_Menu_Navigation_To_Open_All_Pages/2_Product_Hierarchy_Level,_Hoverover_Option""))",Chrome 74.0.3729.131,,,2019-05-13 09:30:30,2019-05-13 09:30:30,0.073s,PASSED
delay(2),Chrome 74.0.3729.131,,,2019-05-13 09:30:30,2019-05-13 09:30:32,2.005s,PASSED
"click(findTestObject(""TF_Customer_Create/2_Select_Menu_Options(All)/Product Hierarchy Level/td_Planning_product""))",Chrome 74.0.3729.131,,,2019-05-13 09:30:32,2019-05-13 09:30:32,0.103s,PASSED
waitForPageLoad(G_Timeout),Chrome 74.0.3729.131,,,2019-05-13 09:30:32,2019-05-13 09:30:32,0.006s,PASSED
delay(3),Chrome 74.0.3729.131,,,2019-05-13 09:30:32,2019-05-13 09:30:35,3.002s,PASSED
,,,,,,,
Test Cases/Regression_TF_Product/Open_Pages/TC_2-4_Sub_Planning_Product,Chrome 74.0.3729.131,This test case will open page product summary.,,2019-05-13 09:30:35,2019-05-13 09:30:48,12.446s,PASSED
waitForPageLoad(G_Timeout),Chrome 74.0.3729.131,,,2019-05-13 09:30:35,2019-05-13 09:30:35,0.007s,PASSED
"mouseOver(findTestObject(""TF_Customer_Create/1_Menu_Navigation_To_Open_All_Pages/0_Menu_Create_In_Data_View""))",Chrome 74.0.3729.131,,,2019-05-13 09:30:35,2019-05-13 09:30:35,0.029s,PASSED
delay(4),Chrome 74.0.3729.131,,,2019-05-13 09:30:35,2019-05-13 09:30:39,4.003s,PASSED
"mouseOver(findTestObject(""TF_Customer_Create/1_Menu_Navigation_To_Open_All_Pages/1_Menu_Create_Master_Data""))",Chrome 74.0.3729.131,,,2019-05-13 09:30:39,2019-05-13 09:30:39,0.066s,PASSED
delay(3),Chrome 74.0.3729.131,,,2019-05-13 09:30:39,2019-05-13 09:30:42,3.004s,PASSED
"mouseOver(findTestObject(""TF_Customer_Create/1_Menu_Navigation_To_Open_All_Pages/2_Product_Hierarchy_Level,_Hoverover_Option""))",Chrome 74.0.3729.131,,,2019-05-13 09:30:42,2019-05-13 09:30:43,0.084s,PASSED
delay(2),Chrome 74.0.3729.131,,,2019-05-13 09:30:43,2019-05-13 09:30:45,2.004s,PASSED
"click(findTestObject(""TF_Customer_Create/2_Select_Menu_Options(All)/Product Hierarchy Level/td_Sub_Planning_Product""))",Chrome 74.0.3729.131,,,2019-05-13 09:30:45,2019-05-13 09:30:45,0.108s,PASSED
waitForPageLoad(G_Timeout),Chrome 74.0.3729.131,,,2019-05-13 09:30:45,2019-05-13 09:30:45,0.007s,PASSED
delay(3),Chrome 74.0.3729.131,,,2019-05-13 09:30:45,2019-05-13 09:30:48,3.002s,PASSED
,,,,,,,
Test Cases/Regression_TF_Product/Open_Pages/TC_3_Open_Product_Visibility_list,Chrome 74.0.3729.131,This test case will open the product visibiltiy list page.,,2019-05-13 09:30:48,2019-05-13 09:31:05,17.407s,PASSED
delay(6),Chrome 74.0.3729.131,,,2019-05-13 09:30:48,2019-05-13 09:30:54,6.002s,PASSED
"mouseOver(findTestObject(""TF_Customer_Create/1_Menu_Navigation_To_Open_All_Pages/0_Menu_Create_In_Data_View""))",Chrome 74.0.3729.131,,,2019-05-13 09:30:54,2019-05-13 09:30:54,0.069s,PASSED
delay(3),Chrome 74.0.3729.131,,,2019-05-13 09:30:54,2019-05-13 09:30:57,3.004s,PASSED
"mouseOver(findTestObject(""TF_Customer_Create/1_Menu_Navigation_To_Open_All_Pages/1_Menu_Create_Master_Data""))",Chrome 74.0.3729.131,,,2019-05-13 09:30:57,2019-05-13 09:30:57,0.070s,PASSED
delay(3),Chrome 74.0.3729.131,,,2019-05-13 09:30:57,2019-05-13 09:31:00,3.002s,PASSED
"click(findTestObject(""TF_Customer_Create/2_Select_Menu_Options(All)/3_Menu_Product_Visibility_list""))",Chrome 74.0.3729.131,,,2019-05-13 09:31:00,2019-05-13 09:31:00,0.113s,PASSED
waitForPageLoad(G_Timeout),Chrome 74.0.3729.131,,,2019-05-13 09:31:00,2019-05-13 09:31:00,0.010s,PASSED
