Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
delay(5),Chrome 74.0.3729.131,,,2019-05-13 09:31:00,2019-05-13 09:31:05,5.002s,PASSED
,,,,,,,
Test Cases/Regression_TF_Product/Open_Pages/TC_4_Open_Adjustable_Rate_Policy,Chrome 74.0.3729.131,This test case will open the adjustable rate policy page.,,2019-05-13 09:31:05,2019-05-13 09:31:17,11.874s,PASSED
delay(6),Chrome 74.0.3729.131,,,2019-05-13 09:31:05,2019-05-13 09:31:11,6.002s,PASSED
"mouseOver(findTestObject(""TF_Customer_Create/1_Menu_Navigation_To_Open_All_Pages/0_Menu_Create_In_Data_View""))",Chrome 74.0.3729.131,,,2019-05-13 09:31:11,2019-05-13 09:31:11,0.063s,PASSED
waitForPageLoad(G_Timeout),Chrome 74.0.3729.131,,,2019-05-13 09:31:11,2019-05-13 09:31:11,0.010s,PASSED
"mouseOver(findTestObject(""TF_Customer_Create/1_Menu_Navigation_To_Open_All_Pages/1_Menu_Create_Master_Data""))",Chrome 74.0.3729.131,,,2019-05-13 09:31:11,2019-05-13 09:31:11,0.026s,PASSED
waitForPageLoad(G_Timeout),Chrome 74.0.3729.131,,,2019-05-13 09:31:11,2019-05-13 09:31:11,0.007s,PASSED
"click(findTestObject(""TF_Customer_Create/2_Select_Menu_Options(All)/4_Menu_Adjustable_rate_policy""))",Chrome 74.0.3729.131,,,2019-05-13 09:31:11,2019-05-13 09:31:12,0.611s,PASSED
waitForPageLoad(G_Timeout),Chrome 74.0.3729.131,,,2019-05-13 09:31:12,2019-05-13 09:31:12,0.007s,PASSED
delay(5),Chrome 74.0.3729.131,,,2019-05-13 09:31:12,2019-05-13 09:31:17,5.001s,PASSED
,,,,,,,
Test Cases/General_Login_Logout/Logout,Chrome 74.0.3729.131,,,2019-05-13 09:31:17,2019-05-13 09:31:27,10.291s,PASSED
com.oracledb.regressiontest.logoutTFProduct(),Chrome 74.0.3729.131,,,2019-05-13 09:31:17,2019-05-13 09:31:27,10.180s,PASSED
