Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Open_All_Pages,Chrome 74.0.3729.157,,,2019-05-16 08:41:54,2019-05-16 08:44:26,2m - 32.852s,PASSED
,,,,,,,
Test Cases/General_Login_Logout/Login,Chrome 74.0.3729.157,,,2019-05-16 08:41:54,2019-05-16 08:42:19,25.563s,PASSED
"com.oracledb.regressiontest.LoginTFProduct(User, Password)",Chrome 74.0.3729.157,,,2019-05-16 08:41:54,2019-05-16 08:42:19,25.116s,PASSED
,,,,,,,
Test Cases/Regression_TF_Product/Open_Pages/TC_1_Open_JMS_Sales_Organisation,Chrome 74.0.3729.157,This test case will open JMS Sales organistion page.,,2019-05-16 08:42:19,2019-05-16 08:42:37,17.619s,PASSED
delay(6),Chrome 74.0.3729.157,,,2019-05-16 08:42:19,2019-05-16 08:42:25,6.003s,PASSED
"mouseOver(findTestObject(""TF_Customer_Create/1_Menu_Navigation_To_Open_All_Pages/0_Menu_Create_In_Data_View""))",Chrome 74.0.3729.157,,,2019-05-16 08:42:25,2019-05-16 08:42:28,2.271s,PASSED
delay(3),Chrome 74.0.3729.157,,,2019-05-16 08:42:28,2019-05-16 08:42:31,3.006s,PASSED
"mouseOver(findTestObject(""TF_Customer_Create/1_Menu_Navigation_To_Open_All_Pages/1_Menu_Create_Master_Data""))",Chrome 74.0.3729.157,,,2019-05-16 08:42:31,2019-05-16 08:42:31,0.062s,PASSED
delay(3),Chrome 74.0.3729.157,,,2019-05-16 08:42:31,2019-05-16 08:42:34,3.003s,PASSED
"click(findTestObject(""TF_Customer_Create/2_Select_Menu_Options(All)/1_Menu_JMS_Sales_Organisation""))",Chrome 74.0.3729.157,,,2019-05-16 08:42:34,2019-05-16 08:42:34,0.103s,PASSED
waitForPageLoad(G_Timeout),Chrome 74.0.3729.157,,,2019-05-16 08:42:34,2019-05-16 08:42:34,0.009s,PASSED
delay(3),Chrome 74.0.3729.157,,,2019-05-16 08:42:34,2019-05-16 08:42:37,3.001s,PASSED
,,,,,,,
Test Cases/Regression_TF_Product/Open_Pages/TC_2-1_Total_Company,Chrome 74.0.3729.157,This test case will open total company page by going into the Product Hierarchy level.,,2019-05-16 08:42:37,2019-05-16 08:42:48,11.416s,PASSED
waitForPageLoad(G_Timeout),Chrome 74.0.3729.157,,,2019-05-16 08:42:37,2019-05-16 08:42:37,0.010s,PASSED
"mouseOver(findTestObject(""TF_Customer_Create/1_Menu_Navigation_To_Open_All_Pages/0_Menu_Create_In_Data_View""))",Chrome 74.0.3729.157,,,2019-05-16 08:42:37,2019-05-16 08:42:37,0.033s,PASSED
