Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
delay(3),Chrome 74.0.3729.157,,,2019-05-16 08:42:37,2019-05-16 08:42:40,3.004s,PASSED
"mouseOver(findTestObject(""TF_Customer_Create/1_Menu_Navigation_To_Open_All_Pages/1_Menu_Create_Master_Data""))",Chrome 74.0.3729.157,,,2019-05-16 08:42:40,2019-05-16 08:42:40,0.064s,PASSED
delay(3),Chrome 74.0.3729.157,,,2019-05-16 08:42:40,2019-05-16 08:42:43,3.004s,PASSED
"mouseOver(findTestObject(""TF_Customer_Create/1_Menu_Navigation_To_Open_All_Pages/2_Product_Hierarchy_Level_Hoverover_Option""))",Chrome 74.0.3729.157,,,2019-05-16 08:42:43,2019-05-16 08:42:43,0.064s,PASSED
delay(2),Chrome 74.0.3729.157,,,2019-05-16 08:42:43,2019-05-16 08:42:45,2.003s,PASSED
"click(findTestObject(""TF_Customer_Create/2_Select_Menu_Options(All)/Product Hierarchy Level/td_total_company""))",Chrome 74.0.3729.157,,,2019-05-16 08:42:45,2019-05-16 08:42:45,0.109s,PASSED
waitForPageLoad(G_Timeout),Chrome 74.0.3729.157,,,2019-05-16 08:42:45,2019-05-16 08:42:45,0.009s,PASSED
delay(3),Chrome 74.0.3729.157,,,2019-05-16 08:42:45,2019-05-16 08:42:48,3.002s,PASSED
,,,,,,,
Test Cases/Regression_TF_Product/Open_Pages/TC_2-2_Product_Summary,Chrome 74.0.3729.157,This test case will open page product summary.,,2019-05-16 08:42:48,2019-05-16 08:43:00,11.383s,PASSED
waitForPageLoad(G_Timeout),Chrome 74.0.3729.157,,,2019-05-16 08:42:48,2019-05-16 08:42:48,0.008s,PASSED
"mouseOver(findTestObject(""TF_Customer_Create/1_Menu_Navigation_To_Open_All_Pages/0_Menu_Create_In_Data_View""))",Chrome 74.0.3729.157,,,2019-05-16 08:42:48,2019-05-16 08:42:48,0.032s,PASSED
delay(3),Chrome 74.0.3729.157,,,2019-05-16 08:42:48,2019-05-16 08:42:51,3.003s,PASSED
"mouseOver(findTestObject(""TF_Customer_Create/1_Menu_Navigation_To_Open_All_Pages/1_Menu_Create_Master_Data""))",Chrome 74.0.3729.157,,,2019-05-16 08:42:51,2019-05-16 08:42:52,0.062s,PASSED
delay(3),Chrome 74.0.3729.157,,,2019-05-16 08:42:52,2019-05-16 08:42:55,3.003s,PASSED
"mouseOver(findTestObject(""TF_Customer_Create/1_Menu_Navigation_To_Open_All_Pages/2_Product_Hierarchy_Level_Hoverover_Option""))",Chrome 74.0.3729.157,,,2019-05-16 08:42:55,2019-05-16 08:42:55,0.065s,PASSED
delay(2),Chrome 74.0.3729.157,,,2019-05-16 08:42:55,2019-05-16 08:42:57,2.002s,PASSED
"click(findTestObject(""TF_Customer_Create/2_Select_Menu_Options(All)/Product Hierarchy Level/td_Product_summary""))",Chrome 74.0.3729.157,,,2019-05-16 08:42:57,2019-05-16 08:42:57,0.091s,PASSED
waitForPageLoad(G_Timeout),Chrome 74.0.3729.157,,,2019-05-16 08:42:57,2019-05-16 08:42:57,0.007s,PASSED
delay(3),Chrome 74.0.3729.157,,,2019-05-16 08:42:57,2019-05-16 08:43:00,3.001s,PASSED
,,,,,,,
Test Cases/Regression_TF_Product/Open_Pages/TC_2-3_Planning_Product,Chrome 74.0.3729.157,This test case will open page product summary.,,2019-05-16 08:43:00,2019-05-16 08:43:11,11.371s,PASSED
waitForPageLoad(G_Timeout),Chrome 74.0.3729.157,,,2019-05-16 08:43:00,2019-05-16 08:43:00,0.009s,PASSED
"mouseOver(findTestObject(""TF_Customer_Create/1_Menu_Navigation_To_Open_All_Pages/0_Menu_Create_In_Data_View""))",Chrome 74.0.3729.157,,,2019-05-16 08:43:00,2019-05-16 08:43:00,0.029s,PASSED
delay(3),Chrome 74.0.3729.157,,,2019-05-16 08:43:00,2019-05-16 08:43:03,3.004s,PASSED
"mouseOver(findTestObject(""TF_Customer_Create/1_Menu_Navigation_To_Open_All_Pages/1_Menu_Create_Master_Data""))",Chrome 74.0.3729.157,,,2019-05-16 08:43:03,2019-05-16 08:43:03,0.062s,PASSED
delay(3),Chrome 74.0.3729.157,,,2019-05-16 08:43:03,2019-05-16 08:43:06,3.003s,PASSED
"mouseOver(findTestObject(""TF_Customer_Create/1_Menu_Navigation_To_Open_All_Pages/2_Product_Hierarchy_Level_Hoverover_Option""))",Chrome 74.0.3729.157,,,2019-05-16 08:43:06,2019-05-16 08:43:06,0.065s,PASSED
delay(2),Chrome 74.0.3729.157,,,2019-05-16 08:43:06,2019-05-16 08:43:08,2.002s,PASSED
"click(findTestObject(""TF_Customer_Create/2_Select_Menu_Options(All)/Product Hierarchy Level/td_Planning_product""))",Chrome 74.0.3729.157,,,2019-05-16 08:43:08,2019-05-16 08:43:08,0.077s,PASSED
waitForPageLoad(G_Timeout),Chrome 74.0.3729.157,,,2019-05-16 08:43:08,2019-05-16 08:43:08,0.007s,PASSED
delay(3),Chrome 74.0.3729.157,,,2019-05-16 08:43:08,2019-05-16 08:43:11,3.001s,PASSED
,,,,,,,
Test Cases/Regression_TF_Product/Open_Pages/TC_2-4_Sub_Planning_Product,Chrome 74.0.3729.157,This test case will open page product summary.,,2019-05-16 08:43:11,2019-05-16 08:43:23,12.376s,PASSED
waitForPageLoad(G_Timeout),Chrome 74.0.3729.157,,,2019-05-16 08:43:11,2019-05-16 08:43:11,0.008s,PASSED
"mouseOver(findTestObject(""TF_Customer_Create/1_Menu_Navigation_To_Open_All_Pages/0_Menu_Create_In_Data_View""))",Chrome 74.0.3729.157,,,2019-05-16 08:43:11,2019-05-16 08:43:11,0.032s,PASSED
delay(4),Chrome 74.0.3729.157,,,2019-05-16 08:43:11,2019-05-16 08:43:15,4.002s,PASSED
"mouseOver(findTestObject(""TF_Customer_Create/1_Menu_Navigation_To_Open_All_Pages/1_Menu_Create_Master_Data""))",Chrome 74.0.3729.157,,,2019-05-16 08:43:15,2019-05-16 08:43:15,0.056s,PASSED
delay(3),Chrome 74.0.3729.157,,,2019-05-16 08:43:15,2019-05-16 08:43:18,3.002s,PASSED
"mouseOver(findTestObject(""TF_Customer_Create/1_Menu_Navigation_To_Open_All_Pages/2_Product_Hierarchy_Level_Hoverover_Option""))",Chrome 74.0.3729.157,,,2019-05-16 08:43:18,2019-05-16 08:43:18,0.059s,PASSED
delay(2),Chrome 74.0.3729.157,,,2019-05-16 08:43:18,2019-05-16 08:43:20,2.002s,PASSED
"click(findTestObject(""TF_Customer_Create/2_Select_Menu_Options(All)/Product Hierarchy Level/td_Sub_Planning_Product""))",Chrome 74.0.3729.157,,,2019-05-16 08:43:20,2019-05-16 08:43:20,0.092s,PASSED
waitForPageLoad(G_Timeout),Chrome 74.0.3729.157,,,2019-05-16 08:43:20,2019-05-16 08:43:20,0.008s,PASSED
delay(3),Chrome 74.0.3729.157,,,2019-05-16 08:43:20,2019-05-16 08:43:23,3.001s,PASSED
,,,,,,,
Test Cases/Regression_TF_Product/Open_Pages/TC_2-5_Promoted_Product_Group,Chrome 74.0.3729.157,This test case will open page product summary.,,2019-05-16 08:43:23,2019-05-16 08:43:36,12.381s,PASSED
waitForPageLoad(G_Timeout),Chrome 74.0.3729.157,,,2019-05-16 08:43:24,2019-05-16 08:43:24,0.009s,PASSED
"mouseOver(findTestObject(""TF_Customer_Create/1_Menu_Navigation_To_Open_All_Pages/0_Menu_Create_In_Data_View""))",Chrome 74.0.3729.157,,,2019-05-16 08:43:24,2019-05-16 08:43:24,0.026s,PASSED
delay(4),Chrome 74.0.3729.157,,,2019-05-16 08:43:24,2019-05-16 08:43:28,4.002s,PASSED
"mouseOver(findTestObject(""TF_Customer_Create/1_Menu_Navigation_To_Open_All_Pages/1_Menu_Create_Master_Data""))",Chrome 74.0.3729.157,,,2019-05-16 08:43:28,2019-05-16 08:43:28,0.056s,PASSED
delay(3),Chrome 74.0.3729.157,,,2019-05-16 08:43:28,2019-05-16 08:43:31,3.003s,PASSED
"mouseOver(findTestObject(""TF_Customer_Create/1_Menu_Navigation_To_Open_All_Pages/2_Product_Hierarchy_Level_Hoverover_Option""))",Chrome 74.0.3729.157,,,2019-05-16 08:43:31,2019-05-16 08:43:31,0.056s,PASSED
delay(2),Chrome 74.0.3729.157,,,2019-05-16 08:43:31,2019-05-16 08:43:33,2.002s,PASSED
"click(findTestObject(""TF_Customer_Create/2_Select_Menu_Options(All)/Product Hierarchy Level/td_Promoted_Product_Group""))",Chrome 74.0.3729.157,,,2019-05-16 08:43:33,2019-05-16 08:43:33,0.096s,PASSED
waitForPageLoad(G_Timeout),Chrome 74.0.3729.157,,,2019-05-16 08:43:33,2019-05-16 08:43:33,0.006s,PASSED
delay(3),Chrome 74.0.3729.157,,,2019-05-16 08:43:33,2019-05-16 08:43:36,3.002s,PASSED
,,,,,,,
Test Cases/Regression_TF_Product/Open_Pages/TC_3_Open_Product_Visibility_list,Chrome 74.0.3729.157,This test case will open the product visibiltiy list page.,,2019-05-16 08:43:36,2019-05-16 08:43:53,17.340s,PASSED
delay(6),Chrome 74.0.3729.157,,,2019-05-16 08:43:36,2019-05-16 08:43:42,6.002s,PASSED
"mouseOver(findTestObject(""TF_Customer_Create/1_Menu_Navigation_To_Open_All_Pages/0_Menu_Create_In_Data_View""))",Chrome 74.0.3729.157,,,2019-05-16 08:43:42,2019-05-16 08:43:42,0.066s,PASSED
delay(3),Chrome 74.0.3729.157,,,2019-05-16 08:43:42,2019-05-16 08:43:45,3.002s,PASSED
"mouseOver(findTestObject(""TF_Customer_Create/1_Menu_Navigation_To_Open_All_Pages/1_Menu_Create_Master_Data""))",Chrome 74.0.3729.157,,,2019-05-16 08:43:45,2019-05-16 08:43:45,0.062s,PASSED
delay(3),Chrome 74.0.3729.157,,,2019-05-16 08:43:45,2019-05-16 08:43:48,3.003s,PASSED
"click(findTestObject(""TF_Customer_Create/2_Select_Menu_Options(All)/3_Menu_Product_Visibility_list""))",Chrome 74.0.3729.157,,,2019-05-16 08:43:48,2019-05-16 08:43:48,0.094s,PASSED
waitForPageLoad(G_Timeout),Chrome 74.0.3729.157,,,2019-05-16 08:43:48,2019-05-16 08:43:48,0.007s,PASSED
delay(5),Chrome 74.0.3729.157,,,2019-05-16 08:43:48,2019-05-16 08:43:53,5.002s,PASSED
,,,,,,,
Test Cases/Regression_TF_Product/Open_Pages/TC_4_Open_Adjustable_Rate_Policy,Chrome 74.0.3729.157,This test case will open the adjustable rate policy page.,,2019-05-16 08:43:53,2019-05-16 08:44:05,11.877s,PASSED
delay(6),Chrome 74.0.3729.157,,,2019-05-16 08:43:53,2019-05-16 08:43:59,6.002s,PASSED
"mouseOver(findTestObject(""TF_Customer_Create/1_Menu_Navigation_To_Open_All_Pages/0_Menu_Create_In_Data_View""))",Chrome 74.0.3729.157,,,2019-05-16 08:43:59,2019-05-16 08:43:59,0.064s,PASSED
waitForPageLoad(G_Timeout),Chrome 74.0.3729.157,,,2019-05-16 08:43:59,2019-05-16 08:43:59,0.009s,PASSED
"mouseOver(findTestObject(""TF_Customer_Create/1_Menu_Navigation_To_Open_All_Pages/1_Menu_Create_Master_Data""))",Chrome 74.0.3729.157,,,2019-05-16 08:43:59,2019-05-16 08:43:59,0.029s,PASSED
waitForPageLoad(G_Timeout),Chrome 74.0.3729.157,,,2019-05-16 08:43:59,2019-05-16 08:43:59,0.007s,PASSED
"click(findTestObject(""TF_Customer_Create/2_Select_Menu_Options(All)/4_Menu_Adjustable_rate_policy""))",Chrome 74.0.3729.157,,,2019-05-16 08:43:59,2019-05-16 08:44:00,0.629s,PASSED
waitForPageLoad(G_Timeout),Chrome 74.0.3729.157,,,2019-05-16 08:44:00,2019-05-16 08:44:00,0.008s,PASSED
delay(5),Chrome 74.0.3729.157,,,2019-05-16 08:44:00,2019-05-16 08:44:05,5.002s,PASSED
,,,,,,,
Test Cases/General_Login_Logout/Logout,Chrome 74.0.3729.157,,,2019-05-16 08:44:05,2019-05-16 08:44:26,21.308s,PASSED
com.oracledb.regressiontest.logoutTFProduct(),Chrome 74.0.3729.157,,,2019-05-16 08:44:05,2019-05-16 08:44:26,21.187s,PASSED
