Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Smoke_TF_Customer,Chrome 69.0.3497.100,,2018-10-26 18:04:39,2018-10-26 18:06:13,1m - 34.167s,FAILED
,,,,,,
Test Cases/General_Login_Logout/Login,Chrome 69.0.3497.100,,2018-10-26 18:04:39,2018-10-26 18:05:00,20.650s,PASSED
tradeFunds.TradeFunds.LoginTFCustomer,Chrome 69.0.3497.100,,2018-10-26 18:04:40,2018-10-26 18:05:00,20.436s,PASSED
,,,,,,
Test Cases/Smoke_TF_Customer/TC_1_Open_Banner,Chrome 69.0.3497.100,,2018-10-26 18:05:00,2018-10-26 18:06:13,1m - 13.270s,FAILED
waitForPageLoad,Chrome 69.0.3497.100,,2018-10-26 18:05:00,2018-10-26 18:05:00,0.027s,PASSED
mouseOver,Chrome 69.0.3497.100,,2018-10-26 18:05:00,2018-10-26 18:05:00,0.067s,PASSED
waitForPageLoad,Chrome 69.0.3497.100,,2018-10-26 18:05:00,2018-10-26 18:05:00,0.006s,PASSED
mouseOver,Chrome 69.0.3497.100,,2018-10-26 18:05:00,2018-10-26 18:05:02,1.624s,PASSED
waitForPageLoad,Chrome 69.0.3497.100,,2018-10-26 18:05:02,2018-10-26 18:05:02,0.006s,PASSED
click,Chrome 69.0.3497.100,,2018-10-26 18:05:02,2018-10-26 18:05:31,29.090s,PASSED
waitForPageLoad,Chrome 69.0.3497.100,,2018-10-26 18:05:31,2018-10-26 18:05:31,0.006s,PASSED
click,Chrome 69.0.3497.100,,2018-10-26 18:05:31,2018-10-26 18:05:31,0.067s,PASSED
delay,Chrome 69.0.3497.100,,2018-10-26 18:05:31,2018-10-26 18:05:36,5.002s,PASSED
click,Chrome 69.0.3497.100,,2018-10-26 18:05:36,2018-10-26 18:05:36,0.004s,NOT_RUN
delay,Chrome 69.0.3497.100,,2018-10-26 18:05:36,2018-10-26 18:05:36,0.003s,NOT_RUN
setText,Chrome 69.0.3497.100,,2018-10-26 18:05:36,2018-10-26 18:05:36,0.217s,PASSED
delay,Chrome 69.0.3497.100,,2018-10-26 18:05:36,2018-10-26 18:05:41,5.001s,PASSED
click,Chrome 69.0.3497.100,,2018-10-26 18:05:41,2018-10-26 18:05:41,0.070s,PASSED
click,Chrome 69.0.3497.100,,2018-10-26 18:05:41,2018-10-26 18:05:42,0.160s,PASSED
click,Chrome 69.0.3497.100,,2018-10-26 18:05:42,2018-10-26 18:06:13,31.806s,FAILED
