Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Smoke_TF_Customer,Chrome 70.0.3538.77,,2018-11-08 14:04:21,2018-11-08 14:05:42,1m - 21.299s,FAILED
,,,,,,
Test Cases/General_Login_Logout/Login,Chrome 70.0.3538.77,,2018-11-08 14:04:21,2018-11-08 14:04:54,33.070s,PASSED
tradeFunds.TF_Regression.LoginTFCustomer,Chrome 70.0.3538.77,,2018-11-08 14:04:21,2018-11-08 14:04:54,32.825s,PASSED
,,,,,,
Test Cases/Regression_TF_Customer/TC_1_Create_Banner,Chrome 70.0.3538.77,,2018-11-08 14:04:54,2018-11-08 14:05:42,47.977s,FAILED
waitForPageLoad,Chrome 70.0.3538.77,,2018-11-08 14:04:54,2018-11-08 14:04:54,0.021s,PASSED
mouseOver,Chrome 70.0.3538.77,,2018-11-08 14:04:54,2018-11-08 14:04:55,0.612s,PASSED
waitForPageLoad,Chrome 70.0.3538.77,,2018-11-08 14:04:55,2018-11-08 14:04:55,0.006s,PASSED
mouseOver,Chrome 70.0.3538.77,,2018-11-08 14:04:55,2018-11-08 14:04:56,1.078s,PASSED
waitForPageLoad,Chrome 70.0.3538.77,,2018-11-08 14:04:56,2018-11-08 14:04:56,0.007s,PASSED
click,Chrome 70.0.3538.77,,2018-11-08 14:04:56,2018-11-08 14:05:07,11.094s,PASSED
waitForPageLoad,Chrome 70.0.3538.77,,2018-11-08 14:05:07,2018-11-08 14:05:07,0.011s,PASSED
click,Chrome 70.0.3538.77,,2018-11-08 14:05:07,2018-11-08 14:05:07,0.071s,PASSED
delay,Chrome 70.0.3538.77,,2018-11-08 14:05:07,2018-11-08 14:05:07,0.001s,NOT_RUN
click,Chrome 70.0.3538.77,,2018-11-08 14:05:07,2018-11-08 14:05:07,0.001s,NOT_RUN
delay,Chrome 70.0.3538.77,,2018-11-08 14:05:07,2018-11-08 14:05:07,0.001s,NOT_RUN
click,Chrome 70.0.3538.77,,2018-11-08 14:05:07,2018-11-08 14:05:07,0.000s,NOT_RUN
delay,Chrome 70.0.3538.77,,2018-11-08 14:05:07,2018-11-08 14:05:10,3.001s,PASSED
setText,Chrome 70.0.3538.77,,2018-11-08 14:05:10,2018-11-08 14:05:42,31.887s,FAILED
