Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Smoke_TF_Customer,Chrome 66.0.3359.181,,2018-05-24 10:01:28,2018-05-24 10:02:10,42.135s,PASSED
,,,,,,
Test Cases/General_Login_Logout/TC_1_Login,Chrome 66.0.3359.181,,2018-05-24 10:01:28,2018-05-24 10:01:57,28.762s,PASSED
openBrowser,Chrome 66.0.3359.181,,2018-05-24 10:01:29,2018-05-24 10:01:40,11.630s,PASSED
waitForPageLoad,Chrome 66.0.3359.181,,2018-05-24 10:01:40,2018-05-24 10:01:40,0.081s,PASSED
maximizeWindow,Chrome 66.0.3359.181,,2018-05-24 10:01:40,2018-05-24 10:01:42,1.164s,PASSED
waitForElementClickable,Chrome 66.0.3359.181,,2018-05-24 10:01:42,2018-05-24 10:01:42,0.062s,PASSED
setText,Chrome 66.0.3359.181,,2018-05-24 10:01:42,2018-05-24 10:01:42,0.094s,PASSED
setText,Chrome 66.0.3359.181,,2018-05-24 10:01:42,2018-05-24 10:01:42,0.081s,PASSED
click,Chrome 66.0.3359.181,,2018-05-24 10:01:42,2018-05-24 10:01:42,0.055s,PASSED
waitForPageLoad,Chrome 66.0.3359.181,,2018-05-24 10:01:42,2018-05-24 10:01:42,0.006s,PASSED
click,Chrome 66.0.3359.181,,2018-05-24 10:01:42,2018-05-24 10:01:55,13.337s,PASSED
delay,Chrome 66.0.3359.181,,2018-05-24 10:01:55,2018-05-24 10:01:57,2.010s,PASSED
,,,,,,
Test Cases/Smoke_TF_Customer/TC_1_Open_Banner,Chrome 66.0.3359.181,,2018-05-24 10:01:57,2018-05-24 10:01:59,1.879s,PASSED
waitForPageLoad,Chrome 66.0.3359.181,,2018-05-24 10:01:57,2018-05-24 10:01:57,0.047s,PASSED
mouseOver,Chrome 66.0.3359.181,,2018-05-24 10:01:57,2018-05-24 10:01:57,0.058s,PASSED
waitForPageLoad,Chrome 66.0.3359.181,,2018-05-24 10:01:57,2018-05-24 10:01:57,0.006s,PASSED
mouseOver,Chrome 66.0.3359.181,,2018-05-24 10:01:57,2018-05-24 10:01:58,1.064s,PASSED
waitForPageLoad,Chrome 66.0.3359.181,,2018-05-24 10:01:58,2018-05-24 10:01:58,0.008s,PASSED
click,Chrome 66.0.3359.181,,2018-05-24 10:01:58,2018-05-24 10:01:59,0.611s,PASSED
waitForPageLoad,Chrome 66.0.3359.181,,2018-05-24 10:01:59,2018-05-24 10:01:59,0.006s,PASSED
verifyElementPresent,Chrome 66.0.3359.181,,2018-05-24 10:01:59,2018-05-24 10:01:59,0.002s,NOT_RUN
,,,,,,
Test Cases/Smoke_TF_Customer/TC_2_Open_RGM_Designated_Baseline,Chrome 66.0.3359.181,,2018-05-24 10:01:59,2018-05-24 10:02:00,0.773s,PASSED
waitForPageLoad,Chrome 66.0.3359.181,,2018-05-24 10:01:59,2018-05-24 10:01:59,0.010s,PASSED
mouseOver,Chrome 66.0.3359.181,,2018-05-24 10:01:59,2018-05-24 10:01:59,0.026s,PASSED
waitForPageLoad,Chrome 66.0.3359.181,,2018-05-24 10:01:59,2018-05-24 10:01:59,0.006s,PASSED
mouseOver,Chrome 66.0.3359.181,,2018-05-24 10:01:59,2018-05-24 10:01:59,0.039s,PASSED
waitForPageLoad,Chrome 66.0.3359.181,,2018-05-24 10:01:59,2018-05-24 10:01:59,0.005s,PASSED
click,Chrome 66.0.3359.181,,2018-05-24 10:01:59,2018-05-24 10:02:00,0.601s,PASSED
waitForPageLoad,Chrome 66.0.3359.181,,2018-05-24 10:02:00,2018-05-24 10:02:00,0.015s,PASSED
verifyElementPresent,Chrome 66.0.3359.181,,2018-05-24 10:02:00,2018-05-24 10:02:00,0.001s,NOT_RUN
,,,,,,
Test Cases/Smoke_TF_Customer/TC_3_Open_JMS_Sales_Org,Chrome 66.0.3359.181,,2018-05-24 10:02:00,2018-05-24 10:02:01,0.734s,PASSED
waitForPageLoad,Chrome 66.0.3359.181,,2018-05-24 10:02:00,2018-05-24 10:02:00,0.008s,PASSED
mouseOver,Chrome 66.0.3359.181,,2018-05-24 10:02:00,2018-05-24 10:02:00,0.030s,PASSED
waitForPageLoad,Chrome 66.0.3359.181,,2018-05-24 10:02:00,2018-05-24 10:02:00,0.005s,PASSED
mouseOver,Chrome 66.0.3359.181,,2018-05-24 10:02:00,2018-05-24 10:02:00,0.042s,PASSED
waitForPageLoad,Chrome 66.0.3359.181,,2018-05-24 10:02:00,2018-05-24 10:02:00,0.005s,PASSED
click,Chrome 66.0.3359.181,,2018-05-24 10:02:00,2018-05-24 10:02:01,0.564s,PASSED
waitForPageLoad,Chrome 66.0.3359.181,,2018-05-24 10:02:01,2018-05-24 10:02:01,0.005s,PASSED
verifyElementPresent,Chrome 66.0.3359.181,,2018-05-24 10:02:01,2018-05-24 10:02:01,0.000s,NOT_RUN
,,,,,,
Test Cases/Smoke_TF_Customer/TC_4_Open_Consumption_Baseline_Source,Chrome 66.0.3359.181,,2018-05-24 10:02:01,2018-05-24 10:02:01,0.740s,PASSED
waitForPageLoad,Chrome 66.0.3359.181,,2018-05-24 10:02:01,2018-05-24 10:02:01,0.006s,PASSED
mouseOver,Chrome 66.0.3359.181,,2018-05-24 10:02:01,2018-05-24 10:02:01,0.027s,PASSED
waitForPageLoad,Chrome 66.0.3359.181,,2018-05-24 10:02:01,2018-05-24 10:02:01,0.005s,PASSED
mouseOver,Chrome 66.0.3359.181,,2018-05-24 10:02:01,2018-05-24 10:02:01,0.045s,PASSED
waitForPageLoad,Chrome 66.0.3359.181,,2018-05-24 10:02:01,2018-05-24 10:02:01,0.005s,PASSED
click,Chrome 66.0.3359.181,,2018-05-24 10:02:01,2018-05-24 10:02:01,0.572s,PASSED
waitForPageLoad,Chrome 66.0.3359.181,,2018-05-24 10:02:01,2018-05-24 10:02:01,0.007s,PASSED
verifyElementPresent,Chrome 66.0.3359.181,,2018-05-24 10:02:01,2018-05-24 10:02:01,0.000s,NOT_RUN
,,,,,,
Test Cases/Smoke_TF_Customer/TC_5_Open_Corporate_Customer,Chrome 66.0.3359.181,,2018-05-24 10:02:01,2018-05-24 10:02:02,0.733s,PASSED
waitForPageLoad,Chrome 66.0.3359.181,,2018-05-24 10:02:01,2018-05-24 10:02:01,0.007s,PASSED
mouseOver,Chrome 66.0.3359.181,,2018-05-24 10:02:01,2018-05-24 10:02:01,0.025s,PASSED
waitForPageLoad,Chrome 66.0.3359.181,,2018-05-24 10:02:01,2018-05-24 10:02:01,0.005s,PASSED
mouseOver,Chrome 66.0.3359.181,,2018-05-24 10:02:01,2018-05-24 10:02:01,0.041s,PASSED
waitForPageLoad,Chrome 66.0.3359.181,,2018-05-24 10:02:01,2018-05-24 10:02:01,0.006s,PASSED
click,Chrome 66.0.3359.181,,2018-05-24 10:02:01,2018-05-24 10:02:02,0.570s,PASSED
waitForPageLoad,Chrome 66.0.3359.181,,2018-05-24 10:02:02,2018-05-24 10:02:02,0.007s,PASSED
verifyElementPresent,Chrome 66.0.3359.181,,2018-05-24 10:02:02,2018-05-24 10:02:02,0.001s,NOT_RUN
,,,,,,
Test Cases/Smoke_TF_Customer/TC_6_Open_SHL1_SBU,Chrome 66.0.3359.181,,2018-05-24 10:02:02,2018-05-24 10:02:03,1.327s,PASSED
waitForPageLoad,Chrome 66.0.3359.181,,2018-05-24 10:02:02,2018-05-24 10:02:02,0.006s,PASSED
mouseOver,Chrome 66.0.3359.181,,2018-05-24 10:02:02,2018-05-24 10:02:02,0.029s,PASSED
waitForPageLoad,Chrome 66.0.3359.181,,2018-05-24 10:02:02,2018-05-24 10:02:02,0.004s,PASSED
mouseOver,Chrome 66.0.3359.181,,2018-05-24 10:02:02,2018-05-24 10:02:02,0.038s,PASSED
waitForPageLoad,Chrome 66.0.3359.181,,2018-05-24 10:02:02,2018-05-24 10:02:02,0.004s,PASSED
mouseOver,Chrome 66.0.3359.181,,2018-05-24 10:02:02,2018-05-24 10:02:03,0.565s,PASSED
waitForPageLoad,Chrome 66.0.3359.181,,2018-05-24 10:02:03,2018-05-24 10:02:03,0.008s,PASSED
click,Chrome 66.0.3359.181,,2018-05-24 10:02:03,2018-05-24 10:02:03,0.576s,PASSED
waitForPageLoad,Chrome 66.0.3359.181,,2018-05-24 10:02:03,2018-05-24 10:02:03,0.008s,PASSED
verifyElementPresent,Chrome 66.0.3359.181,,2018-05-24 10:02:03,2018-05-24 10:02:03,0.001s,NOT_RUN
,,,,,,
Test Cases/Smoke_TF_Customer/TC_7_Open_SHL2_Sales_Segment,Chrome 66.0.3359.181,,2018-05-24 10:02:03,2018-05-24 10:02:05,1.421s,PASSED
waitForPageLoad,Chrome 66.0.3359.181,,2018-05-24 10:02:03,2018-05-24 10:02:03,0.019s,PASSED
mouseOver,Chrome 66.0.3359.181,,2018-05-24 10:02:03,2018-05-24 10:02:04,0.038s,PASSED
waitForPageLoad,Chrome 66.0.3359.181,,2018-05-24 10:02:04,2018-05-24 10:02:04,0.006s,PASSED
mouseOver,Chrome 66.0.3359.181,,2018-05-24 10:02:04,2018-05-24 10:02:04,0.046s,PASSED
waitForPageLoad,Chrome 66.0.3359.181,,2018-05-24 10:02:04,2018-05-24 10:02:04,0.006s,PASSED
mouseOver,Chrome 66.0.3359.181,,2018-05-24 10:02:04,2018-05-24 10:02:04,0.565s,PASSED
waitForPageLoad,Chrome 66.0.3359.181,,2018-05-24 10:02:04,2018-05-24 10:02:04,0.006s,PASSED
click,Chrome 66.0.3359.181,,2018-05-24 10:02:04,2018-05-24 10:02:05,0.650s,PASSED
waitForPageLoad,Chrome 66.0.3359.181,,2018-05-24 10:02:05,2018-05-24 10:02:05,0.008s,PASSED
verifyElementPresent,Chrome 66.0.3359.181,,2018-05-24 10:02:05,2018-05-24 10:02:05,0.001s,NOT_RUN
,,,,,,
Test Cases/Smoke_TF_Customer/TC_8_Open_SHL3_Sales_Division,Chrome 66.0.3359.181,,2018-05-24 10:02:05,2018-05-24 10:02:06,1.355s,PASSED
waitForPageLoad,Chrome 66.0.3359.181,,2018-05-24 10:02:05,2018-05-24 10:02:05,0.006s,PASSED
mouseOver,Chrome 66.0.3359.181,,2018-05-24 10:02:05,2018-05-24 10:02:05,0.033s,PASSED
waitForPageLoad,Chrome 66.0.3359.181,,2018-05-24 10:02:05,2018-05-24 10:02:05,0.005s,PASSED
mouseOver,Chrome 66.0.3359.181,,2018-05-24 10:02:05,2018-05-24 10:02:05,0.037s,PASSED
waitForPageLoad,Chrome 66.0.3359.181,,2018-05-24 10:02:05,2018-05-24 10:02:05,0.004s,PASSED
mouseOver,Chrome 66.0.3359.181,,2018-05-24 10:02:05,2018-05-24 10:02:06,0.578s,PASSED
waitForPageLoad,Chrome 66.0.3359.181,,2018-05-24 10:02:06,2018-05-24 10:02:06,0.006s,PASSED
click,Chrome 66.0.3359.181,,2018-05-24 10:02:06,2018-05-24 10:02:06,0.614s,PASSED
waitForPageLoad,Chrome 66.0.3359.181,,2018-05-24 10:02:06,2018-05-24 10:02:06,0.005s,PASSED
verifyElementPresent,Chrome 66.0.3359.181,,2018-05-24 10:02:06,2018-05-24 10:02:06,0.001s,NOT_RUN
,,,,,,
Test Cases/Smoke_TF_Customer/TC_9_Open_SHL4_Sales_Region,Chrome 66.0.3359.181,,2018-05-24 10:02:06,2018-05-24 10:02:08,1.332s,PASSED
waitForPageLoad,Chrome 66.0.3359.181,,2018-05-24 10:02:06,2018-05-24 10:02:06,0.005s,PASSED
mouseOver,Chrome 66.0.3359.181,,2018-05-24 10:02:06,2018-05-24 10:02:06,0.025s,PASSED
waitForPageLoad,Chrome 66.0.3359.181,,2018-05-24 10:02:06,2018-05-24 10:02:06,0.005s,PASSED
mouseOver,Chrome 66.0.3359.181,,2018-05-24 10:02:06,2018-05-24 10:02:06,0.041s,PASSED
waitForPageLoad,Chrome 66.0.3359.181,,2018-05-24 10:02:06,2018-05-24 10:02:06,0.004s,PASSED
mouseOver,Chrome 66.0.3359.181,,2018-05-24 10:02:06,2018-05-24 10:02:07,0.549s,PASSED
waitForPageLoad,Chrome 66.0.3359.181,,2018-05-24 10:02:07,2018-05-24 10:02:07,0.006s,PASSED
click,Chrome 66.0.3359.181,,2018-05-24 10:02:07,2018-05-24 10:02:07,0.613s,PASSED
waitForPageLoad,Chrome 66.0.3359.181,,2018-05-24 10:02:07,2018-05-24 10:02:08,0.005s,PASSED
verifyElementPresent,Chrome 66.0.3359.181,,2018-05-24 10:02:08,2018-05-24 10:02:08,0.000s,NOT_RUN
,,,,,,
Test Cases/Smoke_TF_Customer/TC_10_Open_SHL5_Sales_Market,Chrome 66.0.3359.181,,2018-05-24 10:02:08,2018-05-24 10:02:09,1.340s,PASSED
waitForPageLoad,Chrome 66.0.3359.181,,2018-05-24 10:02:08,2018-05-24 10:02:08,0.006s,PASSED
mouseOver,Chrome 66.0.3359.181,,2018-05-24 10:02:08,2018-05-24 10:02:08,0.044s,PASSED
waitForPageLoad,Chrome 66.0.3359.181,,2018-05-24 10:02:08,2018-05-24 10:02:08,0.004s,PASSED
mouseOver,Chrome 66.0.3359.181,,2018-05-24 10:02:08,2018-05-24 10:02:08,0.042s,PASSED
waitForPageLoad,Chrome 66.0.3359.181,,2018-05-24 10:02:08,2018-05-24 10:02:08,0.003s,PASSED
mouseOver,Chrome 66.0.3359.181,,2018-05-24 10:02:08,2018-05-24 10:02:08,0.575s,PASSED
waitForPageLoad,Chrome 66.0.3359.181,,2018-05-24 10:02:08,2018-05-24 10:02:08,0.005s,PASSED
click,Chrome 66.0.3359.181,,2018-05-24 10:02:08,2018-05-24 10:02:09,0.576s,PASSED
waitForPageLoad,Chrome 66.0.3359.181,,2018-05-24 10:02:09,2018-05-24 10:02:09,0.007s,PASSED
verifyElementPresent,Chrome 66.0.3359.181,,2018-05-24 10:02:09,2018-05-24 10:02:09,0.000s,NOT_RUN
,,,,,,
Test Cases/Smoke_TF_Customer/TC_11_Open_PA_Planning_Account,Chrome 66.0.3359.181,,2018-05-24 10:02:09,2018-05-24 10:02:10,0.755s,PASSED
waitForPageLoad,Chrome 66.0.3359.181,,2018-05-24 10:02:09,2018-05-24 10:02:09,0.009s,PASSED
mouseOver,Chrome 66.0.3359.181,,2018-05-24 10:02:09,2018-05-24 10:02:09,0.032s,PASSED
waitForPageLoad,Chrome 66.0.3359.181,,2018-05-24 10:02:09,2018-05-24 10:02:09,0.004s,PASSED
