Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Smoke_TF_Customer,Chrome 70.0.3538.77,,2018-11-05 15:59:31,2018-11-05 16:00:42,1m - 11.343s,FAILED
,,,,,,
Test Cases/General_Login_Logout/Login,Chrome 70.0.3538.77,,2018-11-05 15:59:31,2018-11-05 16:00:12,41.488s,PASSED
tradeFunds.TF_Regression.LoginTFCustomer,Chrome 70.0.3538.77,,2018-11-05 15:59:31,2018-11-05 16:00:12,41.277s,PASSED
,,,,,,
Test Cases/Regression_TF_Customer/TC_1_Create_Banner,Chrome 70.0.3538.77,,2018-11-05 16:00:12,2018-11-05 16:00:42,29.604s,FAILED
waitForPageLoad,Chrome 70.0.3538.77,,2018-11-05 16:00:12,2018-11-05 16:00:12,0.032s,PASSED
mouseOver,Chrome 70.0.3538.77,,2018-11-05 16:00:12,2018-11-05 16:00:13,0.595s,PASSED
waitForPageLoad,Chrome 70.0.3538.77,,2018-11-05 16:00:13,2018-11-05 16:00:13,0.006s,PASSED
mouseOver,Chrome 70.0.3538.77,,2018-11-05 16:00:13,2018-11-05 16:00:19,6.263s,PASSED
waitForPageLoad,Chrome 70.0.3538.77,,2018-11-05 16:00:19,2018-11-05 16:00:19,0.006s,PASSED
click,Chrome 70.0.3538.77,,2018-11-05 16:00:19,2018-11-05 16:00:20,0.589s,PASSED
waitForPageLoad,Chrome 70.0.3538.77,,2018-11-05 16:00:20,2018-11-05 16:00:20,0.010s,PASSED
click,Chrome 70.0.3538.77,,2018-11-05 16:00:20,2018-11-05 16:00:20,0.060s,PASSED
delay,Chrome 70.0.3538.77,,2018-11-05 16:00:20,2018-11-05 16:00:25,5.003s,PASSED
click,Chrome 70.0.3538.77,,2018-11-05 16:00:25,2018-11-05 16:00:25,0.005s,NOT_RUN
delay,Chrome 70.0.3538.77,,2018-11-05 16:00:25,2018-11-05 16:00:25,0.005s,NOT_RUN
setText,Chrome 70.0.3538.77,,2018-11-05 16:00:25,2018-11-05 16:00:35,10.110s,PASSED
delay,Chrome 70.0.3538.77,,2018-11-05 16:00:35,2018-11-05 16:00:37,2.002s,PASSED
click,Chrome 70.0.3538.77,,2018-11-05 16:00:37,2018-11-05 16:00:37,0.003s,NOT_RUN
click,Chrome 70.0.3538.77,,2018-11-05 16:00:37,2018-11-05 16:00:37,0.194s,PASSED
delay,Chrome 70.0.3538.77,,2018-11-05 16:00:37,2018-11-05 16:00:38,1.001s,PASSED
click,Chrome 70.0.3538.77,,2018-11-05 16:00:38,2018-11-05 16:00:38,0.131s,PASSED
delay,Chrome 70.0.3538.77,,2018-11-05 16:00:38,2018-11-05 16:00:41,3.001s,PASSED
click,Chrome 70.0.3538.77,,2018-11-05 16:00:41,2018-11-05 16:00:42,0.439s,FAILED
