Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
delay(3),Chrome 74.0.3729.131,,,2019-05-13 07:39:25,2019-05-13 07:39:28,3.002s,PASSED
"mouseOver(findTestObject(""TF_Customer_Create/1_Menu_Navigation_To_Open_All_Pages/1_Menu_Create_Master_Data""))",Chrome 74.0.3729.131,,,2019-05-13 07:39:28,2019-05-13 07:39:28,0.040s,PASSED
delay(3),Chrome 74.0.3729.131,,,2019-05-13 07:39:28,2019-05-13 07:39:31,3.002s,PASSED
"mouseOver(findTestObject(""TF_Customer_Create/1_Menu_Navigation_To_Open_All_Pages/2_Product_Hierarchy_Level,_Hoverover_Option""))",Chrome 74.0.3729.131,,,2019-05-13 07:39:31,2019-05-13 07:39:31,0.081s,PASSED
delay(2),Chrome 74.0.3729.131,,,2019-05-13 07:39:31,2019-05-13 07:39:33,2.001s,PASSED
"click(findTestObject(""TF_Customer_Create/2_Select_Menu_Options(All)/Product Hierarchy Level/td_total_company""))",Chrome 74.0.3729.131,,,2019-05-13 07:39:33,2019-05-13 07:39:33,0.081s,PASSED
waitForPageLoad(G_Timeout),Chrome 74.0.3729.131,,,2019-05-13 07:39:33,2019-05-13 07:39:33,0.013s,PASSED
delay(3),Chrome 74.0.3729.131,,,2019-05-13 07:39:33,2019-05-13 07:39:36,3.001s,PASSED
,,,,,,,
Test Cases/Regression_TF_Product/Open_Pages/TC_2-2_Product_Summary,Chrome 74.0.3729.131,This test case will open page product summary.,,2019-05-13 07:39:36,2019-05-13 07:39:47,11.345s,PASSED
waitForPageLoad(G_Timeout),Chrome 74.0.3729.131,,,2019-05-13 07:39:36,2019-05-13 07:39:36,0.014s,PASSED
"mouseOver(findTestObject(""TF_Customer_Create/1_Menu_Navigation_To_Open_All_Pages/0_Menu_Create_In_Data_View""))",Chrome 74.0.3729.131,,,2019-05-13 07:39:36,2019-05-13 07:39:36,0.038s,PASSED
delay(3),Chrome 74.0.3729.131,,,2019-05-13 07:39:36,2019-05-13 07:39:39,3.001s,PASSED
"mouseOver(findTestObject(""TF_Customer_Create/1_Menu_Navigation_To_Open_All_Pages/1_Menu_Create_Master_Data""))",Chrome 74.0.3729.131,,,2019-05-13 07:39:39,2019-05-13 07:39:39,0.037s,PASSED
delay(3),Chrome 74.0.3729.131,,,2019-05-13 07:39:39,2019-05-13 07:39:42,3.001s,PASSED
"mouseOver(findTestObject(""TF_Customer_Create/1_Menu_Navigation_To_Open_All_Pages/2_Product_Hierarchy_Level,_Hoverover_Option""))",Chrome 74.0.3729.131,,,2019-05-13 07:39:42,2019-05-13 07:39:42,0.046s,PASSED
delay(2),Chrome 74.0.3729.131,,,2019-05-13 07:39:42,2019-05-13 07:39:44,2.002s,PASSED
"click(findTestObject(""TF_Customer_Create/2_Select_Menu_Options(All)/Product Hierarchy Level/td_Product_summary""))",Chrome 74.0.3729.131,,,2019-05-13 07:39:44,2019-05-13 07:39:44,0.089s,PASSED
waitForPageLoad(G_Timeout),Chrome 74.0.3729.131,,,2019-05-13 07:39:44,2019-05-13 07:39:44,0.012s,PASSED
delay(3),Chrome 74.0.3729.131,,,2019-05-13 07:39:44,2019-05-13 07:39:47,3.003s,PASSED
,,,,,,,
Test Cases/Regression_TF_Product/Open_Pages/TC_2-3_Planning_Product,Chrome 74.0.3729.131,This test case will open page product summary.,,2019-05-13 07:39:47,2019-05-13 07:39:59,11.380s,PASSED
waitForPageLoad(G_Timeout),Chrome 74.0.3729.131,,,2019-05-13 07:39:47,2019-05-13 07:39:47,0.008s,PASSED
"mouseOver(findTestObject(""TF_Customer_Create/1_Menu_Navigation_To_Open_All_Pages/0_Menu_Create_In_Data_View""))",Chrome 74.0.3729.131,,,2019-05-13 07:39:47,2019-05-13 07:39:47,0.038s,PASSED
delay(3),Chrome 74.0.3729.131,,,2019-05-13 07:39:47,2019-05-13 07:39:50,3.004s,PASSED
"mouseOver(findTestObject(""TF_Customer_Create/1_Menu_Navigation_To_Open_All_Pages/1_Menu_Create_Master_Data""))",Chrome 74.0.3729.131,,,2019-05-13 07:39:50,2019-05-13 07:39:50,0.055s,PASSED
delay(3),Chrome 74.0.3729.131,,,2019-05-13 07:39:50,2019-05-13 07:39:53,3.002s,PASSED
"mouseOver(findTestObject(""TF_Customer_Create/1_Menu_Navigation_To_Open_All_Pages/2_Product_Hierarchy_Level,_Hoverover_Option""))",Chrome 74.0.3729.131,,,2019-05-13 07:39:53,2019-05-13 07:39:54,0.036s,PASSED
delay(2),Chrome 74.0.3729.131,,,2019-05-13 07:39:54,2019-05-13 07:39:56,2.002s,PASSED
"click(findTestObject(""TF_Customer_Create/2_Select_Menu_Options(All)/Product Hierarchy Level/td_Planning_product""))",Chrome 74.0.3729.131,,,2019-05-13 07:39:56,2019-05-13 07:39:56,0.089s,PASSED
waitForPageLoad(G_Timeout),Chrome 74.0.3729.131,,,2019-05-13 07:39:56,2019-05-13 07:39:56,0.006s,PASSED
delay(3),Chrome 74.0.3729.131,,,2019-05-13 07:39:56,2019-05-13 07:39:59,3.006s,PASSED
,,,,,,,
Test Cases/Regression_TF_Product/Open_Pages/TC_2-4_Sub_Planning_Product,Chrome 74.0.3729.131,This test case will open page product summary.,,2019-05-13 07:39:59,2019-05-13 07:40:11,12.373s,PASSED
waitForPageLoad(G_Timeout),Chrome 74.0.3729.131,,,2019-05-13 07:39:59,2019-05-13 07:39:59,0.007s,PASSED
"mouseOver(findTestObject(""TF_Customer_Create/1_Menu_Navigation_To_Open_All_Pages/0_Menu_Create_In_Data_View""))",Chrome 74.0.3729.131,,,2019-05-13 07:39:59,2019-05-13 07:39:59,0.035s,PASSED
delay(4),Chrome 74.0.3729.131,,,2019-05-13 07:39:59,2019-05-13 07:40:03,4.001s,PASSED
"mouseOver(findTestObject(""TF_Customer_Create/1_Menu_Navigation_To_Open_All_Pages/1_Menu_Create_Master_Data""))",Chrome 74.0.3729.131,,,2019-05-13 07:40:03,2019-05-13 07:40:03,0.043s,PASSED
delay(3),Chrome 74.0.3729.131,,,2019-05-13 07:40:03,2019-05-13 07:40:06,3.002s,PASSED
"mouseOver(findTestObject(""TF_Customer_Create/1_Menu_Navigation_To_Open_All_Pages/2_Product_Hierarchy_Level,_Hoverover_Option""))",Chrome 74.0.3729.131,,,2019-05-13 07:40:06,2019-05-13 07:40:06,0.040s,PASSED
delay(2),Chrome 74.0.3729.131,,,2019-05-13 07:40:06,2019-05-13 07:40:08,2.001s,PASSED
"click(findTestObject(""TF_Customer_Create/2_Select_Menu_Options(All)/Product Hierarchy Level/td_Sub_Planning_Product""))",Chrome 74.0.3729.131,,,2019-05-13 07:40:08,2019-05-13 07:40:08,0.107s,PASSED
waitForPageLoad(G_Timeout),Chrome 74.0.3729.131,,,2019-05-13 07:40:08,2019-05-13 07:40:08,0.006s,PASSED
delay(3),Chrome 74.0.3729.131,,,2019-05-13 07:40:08,2019-05-13 07:40:11,3.001s,PASSED
,,,,,,,
Test Cases/Regression_TF_Product/Open_Pages/TC_3_Open_Product_Visibility_list,Chrome 74.0.3729.131,This test case will open the product visibiltiy list page.,,2019-05-13 07:40:11,2019-05-13 07:40:28,17.389s,PASSED
delay(6),Chrome 74.0.3729.131,,,2019-05-13 07:40:11,2019-05-13 07:40:17,6.002s,PASSED
"mouseOver(findTestObject(""TF_Customer_Create/1_Menu_Navigation_To_Open_All_Pages/0_Menu_Create_In_Data_View""))",Chrome 74.0.3729.131,,,2019-05-13 07:40:17,2019-05-13 07:40:17,0.075s,PASSED
delay(3),Chrome 74.0.3729.131,,,2019-05-13 07:40:17,2019-05-13 07:40:20,3.002s,PASSED
"mouseOver(findTestObject(""TF_Customer_Create/1_Menu_Navigation_To_Open_All_Pages/1_Menu_Create_Master_Data""))",Chrome 74.0.3729.131,,,2019-05-13 07:40:20,2019-05-13 07:40:20,0.069s,PASSED
delay(3),Chrome 74.0.3729.131,,,2019-05-13 07:40:20,2019-05-13 07:40:23,3.002s,PASSED
"click(findTestObject(""TF_Customer_Create/2_Select_Menu_Options(All)/3_Menu_Product_Visibility_list""))",Chrome 74.0.3729.131,,,2019-05-13 07:40:23,2019-05-13 07:40:23,0.103s,PASSED
waitForPageLoad(G_Timeout),Chrome 74.0.3729.131,,,2019-05-13 07:40:23,2019-05-13 07:40:23,0.011s,PASSED
delay(5),Chrome 74.0.3729.131,,,2019-05-13 07:40:23,2019-05-13 07:40:28,5.006s,PASSED
,,,,,,,
Test Cases/Regression_TF_Product/Open_Pages/TC_4_Open_Adjustable_Rate_Policy,Chrome 74.0.3729.131,This test case will open the adjustable rate policy page.,,2019-05-13 07:40:28,2019-05-13 07:40:40,11.860s,PASSED
delay(6),Chrome 74.0.3729.131,,,2019-05-13 07:40:29,2019-05-13 07:40:35,6.003s,PASSED
"mouseOver(findTestObject(""TF_Customer_Create/1_Menu_Navigation_To_Open_All_Pages/0_Menu_Create_In_Data_View""))",Chrome 74.0.3729.131,,,2019-05-13 07:40:35,2019-05-13 07:40:35,0.049s,PASSED
waitForPageLoad(G_Timeout),Chrome 74.0.3729.131,,,2019-05-13 07:40:35,2019-05-13 07:40:35,0.014s,PASSED
"mouseOver(findTestObject(""TF_Customer_Create/1_Menu_Navigation_To_Open_All_Pages/1_Menu_Create_Master_Data""))",Chrome 74.0.3729.131,,,2019-05-13 07:40:35,2019-05-13 07:40:35,0.046s,PASSED
waitForPageLoad(G_Timeout),Chrome 74.0.3729.131,,,2019-05-13 07:40:35,2019-05-13 07:40:35,0.006s,PASSED
"click(findTestObject(""TF_Customer_Create/2_Select_Menu_Options(All)/4_Menu_Adjustable_rate_policy""))",Chrome 74.0.3729.131,,,2019-05-13 07:40:35,2019-05-13 07:40:35,0.570s,PASSED
waitForPageLoad(G_Timeout),Chrome 74.0.3729.131,,,2019-05-13 07:40:35,2019-05-13 07:40:35,0.012s,PASSED
delay(5),Chrome 74.0.3729.131,,,2019-05-13 07:40:35,2019-05-13 07:40:40,5.002s,PASSED
,,,,,,,
Test Cases/General_Login_Logout/Logout,Chrome 74.0.3729.131,,,2019-05-13 07:40:40,2019-05-13 07:41:04,23.295s,PASSED
com.oracledb.regressiontest.logoutTFProduct(),Chrome 74.0.3729.131,,,2019-05-13 07:40:40,2019-05-13 07:41:04,23.182s,PASSED
